mediadive_id	name	complex_medium	source	link	min_pH	max_pH	reference	description	solutions	ingredents
mediadive.medium:612	DESULFOSARCINA CETONICA MEDIUM	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium612.pdf	7.2	7.4			{1313: 'Main sol. 612', 1314: 'Solution A', 1317: 'Solution B', 1316: 'Solution C', 1318: 'Solution D', 595: 'Trace element solution SL-10'}	{'Solution A': 'mediadive.solution:1314', 'Solution B': 'mediadive.solution:1317', 'Solution C': 'mediadive.solution:1316', 'Solution D': 'mediadive.solution:1318', 'KH2PO4': 'CHEBI:63036', 'NH4Cl': 'CHEBI:31206', 'Na2SO4': 'CHEBI:32149', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'NaCl': 'CHEBI:26710', 'Trace element solution SL-10': 'mediadive.solution:595', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'Distilled water': 'CHEBI:15377', 'Na2CO3': 'CHEBI:29377', 'Na-butyrate': 'CHEBI:64103', 'Na2S x 9 H2O': 'CHEBI:76209', 'HCl': 'CHEBI:17883', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'ZnCl2': 'CHEBI:49976', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213'}
mediadive.medium:613	THERMOTOGA TF(C) MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium613.pdf	6.5	6.8			"{1319: 'Main sol. 613', 241: ""Modified Wolin's mineral solution"", 5980: ""Wolin's vitamin solution (10x)""}"	"{'NH4Cl': 'CHEBI:31206', 'K2HPO4': 'CHEBI:131527', 'Na2HPO4 x H2O': 'CHEBI:34683', 'NaCl': 'CHEBI:26710', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'MgSO4 x 7 H2O': 'CHEBI:31795', ""Modified Wolin's mineral solution"": 'mediadive.solution:241', 'Yeast extract': 'CAS-RN:8013-01-2', 'Trypticase peptone': 'CAS-RN:91079-40-2', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'D-Glucose': 'CHEBI:17634', 'CaCl2 x 2 H2O': 'CHEBI:86158', ""Wolin's vitamin solution (10x)"": 'mediadive.solution:5980', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Na2S x 9 H2O': 'CHEBI:76209', 'Distilled water': 'CHEBI:15377', 'Nitrilotriacetic acid': 'CHEBI:44557', 'MnSO4 x H2O': 'CHEBI:86364', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'CoSO4 x 7 H2O': 'CHEBI:53470', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'AlK(SO4)2 x 12 H2O': 'CHEBI:86465', 'H3BO3': 'CHEBI:33118', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2SeO3 x 5 H2O': 'CHEBI:131361', 'Na2WO4 x 2 H2O': 'CHEBI:63939', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Thiamine HCl': 'CHEBI:49105', 'Riboflavin': 'CHEBI:17015', 'Nicotinic acid': 'CHEBI:15940', 'Calcium D-(+)-pantothenate': 'CHEBI:1687714', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753', '(DL)-alpha-Lipoic acid': 'CHEBI:16494'}"
mediadive.medium:614	ACETOBACTERIUM FIMETARIUM MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium614.pdf	6.8	7			"{1320: 'Main sol. 614', 241: ""Modified Wolin's mineral solution"", 5980: ""Wolin's vitamin solution (10x)""}"	"{'KCl': 'CHEBI:32588', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'NH4Cl': 'CHEBI:31206', 'KH2PO4': 'CHEBI:63036', 'Yeast extract': 'CAS-RN:8013-01-2', ""Modified Wolin's mineral solution"": 'mediadive.solution:241', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'NaHCO3': 'CHEBI:32139', 'D-Fructose': 'CHEBI:15824', ""Wolin's vitamin solution (10x)"": 'mediadive.solution:5980', 'Na2S x 9 H2O': 'CHEBI:76209', 'Distilled water': 'CHEBI:15377', 'Nitrilotriacetic acid': 'CHEBI:44557', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'MnSO4 x H2O': 'CHEBI:86364', 'NaCl': 'CHEBI:26710', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'CoSO4 x 7 H2O': 'CHEBI:53470', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'AlK(SO4)2 x 12 H2O': 'CHEBI:86465', 'H3BO3': 'CHEBI:33118', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2SeO3 x 5 H2O': 'CHEBI:131361', 'Na2WO4 x 2 H2O': 'CHEBI:63939', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Thiamine HCl': 'CHEBI:49105', 'Riboflavin': 'CHEBI:17015', 'Nicotinic acid': 'CHEBI:15940', 'Calcium D-(+)-pantothenate': 'CHEBI:1687714', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753', '(DL)-alpha-Lipoic acid': 'CHEBI:16494'}"
mediadive.medium:615	DESULFOVIBRIO (MG-1) MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium615.pdf	7.5	7.5			{1321: 'Main sol. 615'}	{'NH4Cl': 'CHEBI:31206', 'KH2PO4': 'CHEBI:63036', 'Na2SO4': 'CHEBI:32149', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'Glycerol': 'CHEBI:17754', 'Yeast extract': 'CAS-RN:8013-01-2', 'Trisodium citrate x 2 H2O': 'PubChem:71474', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'Na-thioglycolate': 'CHEBI:86481', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:616	CLOSTRIDIUM (YTG) MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium616.pdf	10	10			{1322: 'Main sol. 616'}	{'Na2HPO4 x 2 H2O': 'CHEBI:34683', 'KCl': 'CHEBI:32588', 'Yeast extract': 'CAS-RN:8013-01-2', 'Tryptone': 'CAS-RN:91079-40-2', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'Na2CO3': 'CHEBI:29377', 'D-Glucose': 'CHEBI:17634', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Na2S x 9 H2O': 'CHEBI:76209', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:617	MARINOMONAS VAGA MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium617.pdf					{1323: 'Main sol. 617'}	{'Beef extract': 'mediadive.ingredient:85', 'Peptone': 'CAS-RN:73049-73-7', 'NaCl': 'CHEBI:26710', 'Agar': 'CHEBI:2509', 'Tap water': 'CHEBI:15377'}
mediadive.medium:617a	BLOOD AGAR BASE (OXOID CM55)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium617a.pdf	7.3	7.3			{5643: 'Main sol. 617a'}	{'Beef extract': 'mediadive.ingredient:85', 'Peptone': 'CAS-RN:73049-73-7', 'NaCl': 'CHEBI:26710', 'Agar': 'CHEBI:2509', 'Tap water': 'CHEBI:15377'}
mediadive.medium:618	TWEEN 80A MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium618.pdf	7.2	7.2			{1326: 'Main sol. 618'}	{'Casitone': 'CAS-RN:65072-00-6', 'Yeast extract': 'CAS-RN:8013-01-2', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'Distilled water': 'CHEBI:15377', 'Agar': 'CHEBI:2509', 'Tween 80': 'CHEBI:53426'}
mediadive.medium:619	HYPHOMICROBIUM METHYLOVORUM MEDIUM	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium619.pdf					{1327: 'Main sol. 619', 1328: 'Vitamin mixture'}	{'Methanol': 'CHEBI:17790', '(NH4)2HPO4': 'CHEBI:62476', 'NaCl': 'CHEBI:26710', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'MnSO4 x 1 H2O': 'CHEBI:86360', 'Vitamin mixture': 'mediadive.solution:1328', 'Agar': 'CHEBI:2509', 'Tap water': 'CHEBI:15377', 'Biotin': 'CHEBI:15956', 'Calcium pantothenate': 'CHEBI:31345', 'Folic acid': 'CHEBI:27470', 'Inositol': 'CHEBI:24848', 'Niacin': 'CHEBI:15940', 'p-Aminobenzoic acid': 'CHEBI:30753', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Riboflavin': 'CHEBI:17015', 'Thiamine-HCl x 2 H2O': 'CHEBI:132751', 'Choline': 'CHEBI:15354', 'Vitamin B12': 'CHEBI:17439', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:620	2% MH MEDIUM	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium620.pdf	7	7.5			{1329: 'Main sol. 620'}	{'Glucose': 'CHEBI:17234', 'KH2PO4': 'CHEBI:63036', '(NH4)2SO4': 'CHEBI:62946', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'NaCl': 'CHEBI:26710', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'Distilled water': 'CHEBI:15377', 'Methanol': 'CHEBI:17790'}
mediadive.medium:621	PYGV AGAR	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium621.pdf	7.5	7.5			{1330: 'Main sol. 621', 1331: 'Mineral salt solution', 1332: 'Vitamin solution (double conc.)'}	{'Mineral salt solution': 'mediadive.solution:1331', 'Peptone': 'CAS-RN:73049-73-7', 'Yeast extract': 'CAS-RN:8013-01-2', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377', 'Glucose': 'CHEBI:17234', 'Vitamin solution (double conc.)': 'mediadive.solution:1332', 'Nitrilotriacetic acid': 'CHEBI:44557', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'Metall salt sol. 44': 'mediadive.ingredient:615', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Riboflavine': 'CHEBI:17015', 'Thiamine-HCl x 2 H2O': 'CHEBI:132751', 'Nicotinamide': 'CHEBI:17154', 'D-Calcium pantothenate': 'CAS-RN:137-08-6', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753'}
mediadive.medium:621a	EKHO LAKE STRAINS MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium621a.pdf	7.2	7.4			{5644: 'Main sol. 621a', 1305: 'Artificial sea water', 1331: 'Mineral salt solution', 1332: 'Vitamin solution (double conc.)'}	{'Mineral salt solution': 'mediadive.solution:1331', 'Peptone': 'CAS-RN:73049-73-7', 'Yeast extract': 'CAS-RN:8013-01-2', 'Agar': 'CHEBI:2509', 'Artifical sea water': 'mediadive.solution:1305', 'Glucose': 'CHEBI:17234', 'Vitamin solution (double conc.)': 'mediadive.solution:1332', 'NaCl': 'CHEBI:26710', 'Na2SO4': 'CHEBI:32149', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'CaCl2': 'CHEBI:3312', 'NaHCO3': 'CHEBI:32139', 'KCl': 'CHEBI:32588', 'KBr': 'CHEBI:32030', 'H3BO3': 'CHEBI:33118', 'SrCl2': 'CHEBI:36383', 'NaF': 'CHEBI:28741', 'Distilled water': 'CHEBI:15377', 'Nitrilotriacetic acid': 'CHEBI:44557', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'Metall salt sol. 44': 'mediadive.ingredient:615', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Riboflavine': 'CHEBI:17015', 'Thiamine-HCl x 2 H2O': 'CHEBI:132751', 'Nicotinamide': 'CHEBI:17154', 'D-Calcium pantothenate': 'CAS-RN:137-08-6', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753'}
mediadive.medium:622	PLANCTOMYCES MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium622.pdf					{1335: 'Main sol. 622', 1305: 'Artificial sea water'}	{'Peptone': 'CAS-RN:73049-73-7', 'Yeast extract': 'CAS-RN:8013-01-2', '(NH4)2SO4': 'CHEBI:62946', 'Glucose': 'CHEBI:17234', 'Artifical sea water': 'mediadive.solution:1305', 'NaCl': 'CHEBI:26710', 'Na2SO4': 'CHEBI:32149', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'CaCl2': 'CHEBI:3312', 'NaHCO3': 'CHEBI:32139', 'KCl': 'CHEBI:32588', 'KBr': 'CHEBI:32030', 'H3BO3': 'CHEBI:33118', 'SrCl2': 'CHEBI:36383', 'NaF': 'CHEBI:28741', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:623	THERMOCOCCUS LITORALIS MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium623.pdf	6.5	6.5			{1336: 'Main sol. 623'}	{'Bacto peptone': 'CAS-RN:51142-18-8', 'Yeast extract': 'CAS-RN:8013-01-2', 'NaCl': 'CHEBI:26710', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'Na2SO4': 'CHEBI:32149', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'KCl': 'CHEBI:32588', 'Na2CO3': 'CHEBI:29377', 'KBr': 'CHEBI:32030', 'SrCl2 x 6 H2O': 'CHEBI:36385', 'Boric acid': 'CHEBI:33118', 'Na-meta silicate': 'CAS-RN:6834-92-0', 'NaF': 'CHEBI:28741', 'KNO3': 'CHEBI:58242', 'Na2HPO4': 'CHEBI:34683', 'Sulfur': 'CHEBI:26833', 'Resazurin': 'CHEBI:8806', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:624	MH MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium624.pdf	7.2	7.2			{1337: 'Main sol. 624'}	{'NaCl': 'CHEBI:26710', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2': 'CHEBI:3312', 'KCl': 'CHEBI:32588', 'NaHCO3': 'CHEBI:32139', 'NaBr': 'CHEBI:63004', 'Proteose peptone no. 3': 'CAS-RN:91079-38-8', 'Yeast extract': 'CAS-RN:8013-01-2', 'Glucose': 'CHEBI:17234', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:625	HP 101 HALOPHILE MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium625.pdf	7.2	7.2			{1338: 'Main sol. 625'}	{'Peptone': 'CAS-RN:73049-73-7', 'Yeast extract': 'CAS-RN:8013-01-2', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'NaNO3': 'CHEBI:59148', 'NaCl': 'CHEBI:26710', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:626	5% SORBITOL MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium626.pdf	6	6			{1339: 'Main sol. 626'}	{'D-Sorbitol': 'CHEBI:17924', 'Yeast extract': 'CAS-RN:8013-01-2', 'Peptone': 'CAS-RN:73049-73-7', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:627	SEAWATER LEMCO	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium627.pdf	7.3	7.3			{1340: 'Main sol. 627'}	{'Beef extract': 'mediadive.ingredient:85', 'Peptone': 'CAS-RN:73049-73-7', 'Sea water': 'mediadive.ingredient:286', 'Distilled water': 'CHEBI:15377', 'Agar': 'CHEBI:2509'}
mediadive.medium:628	MMB MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium628.pdf	7.2	7.2			"{1341: 'Main sol. 628', 1342: 'Vitamin solution', 1268: ""Hutner's salts"", 1269: '""Metals 44""'}"	"{'Peptone': 'CAS-RN:73049-73-7', 'Yeast extract': 'CAS-RN:8013-01-2', 'Glucose': 'CHEBI:17234', '(NH4)2SO4': 'CHEBI:62946', ""Hutner's salts"": 'mediadive.solution:1268', 'Vitamin solution': 'mediadive.solution:1342', 'Distilled water': 'CHEBI:15377', 'Vitamin B12': 'CHEBI:17439', 'Biotin': 'CHEBI:15956', 'Calcium pantothenate': 'CHEBI:31345', 'Folic acid': 'CHEBI:27470', 'Nicotinamide': 'CHEBI:17154', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Riboflavin': 'CHEBI:17015', 'Thiamine-HCl x 2 H2O': 'CHEBI:132751', 'Nitrilotriacetic acid': 'CHEBI:44557', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2 x 2 H2O': 'CHEBI:86158', '(NH4)6Mo7O24 x 4 H2O': 'CAS-RN:12054-85-2', 'FeSO4 x 7 H2O': 'CHEBI:75836', '""Metals 44""': 'mediadive.solution:1269', 'Na-EDTA': 'CHEBI:64734', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'MnSO4 x H2O': 'CHEBI:86364', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'Co(NO3)2 x 6 H2O': 'CHEBI:86214', 'Na2B4O7 x 10 H2O': 'CAS-RN:1303-96-4'}"
mediadive.medium:629	STALEY'S MAINTENANCE MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium629.pdf	7.2	7.2			"{1343: 'Main sol. 629', 1268: ""Hutner's salts"", 1282: 'Vitamin solution', 1269: '""Metals 44""'}"	"{'Peptone': 'CAS-RN:73049-73-7', 'Yeast extract': 'CAS-RN:8013-01-2', ""Hutner's salts"": 'mediadive.solution:1268', 'Vitamin solution': 'mediadive.solution:1282', 'Distilled water': 'CHEBI:15377', 'Agar': 'CHEBI:2509', 'Nitrilotriacetic acid': 'CHEBI:44557', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2 x 2 H2O': 'CHEBI:86158', '(NH4)6Mo7O24 x 4 H2O': 'CAS-RN:12054-85-2', 'FeSO4 x 7 H2O': 'CHEBI:75836', '""Metals 44""': 'mediadive.solution:1269', 'Vitamin B12': 'CHEBI:17439', 'Biotin': 'CHEBI:15956', 'Thiamine-HCl x 2 H2O': 'CHEBI:132751', 'Calcium pantothenate': 'CHEBI:31345', 'Folic acid': 'CHEBI:27470', 'Riboflavin': 'CHEBI:17015', 'Nicotinamide': 'CHEBI:17154', 'Na-EDTA': 'CHEBI:64734', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'MnSO4 x H2O': 'CHEBI:86364', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'Co(NO3)2 x 6 H2O': 'CHEBI:86214', 'Na2B4O7 x 10 H2O': 'CAS-RN:1303-96-4'}"
mediadive.medium:630	MODIFIED THERMUS 162 MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium630.pdf	7.2	7.2			{1345: 'Main sol. 630', 1346: 'Phosphate buffer', 1347: 'Trace element solution'}	{'Yeast extract': 'CAS-RN:8013-01-2', 'Tryptone': 'CAS-RN:91079-40-2', 'Agar': 'CHEBI:2509', 'Nitrilotriacetic acid': 'CHEBI:44557', 'CaSO4 x 2 H2O': 'CHEBI:32583', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'Fe(III) citrate': 'CHEBI:144421', 'Trace element solution': 'mediadive.solution:1347', 'Phosphate buffer': 'mediadive.solution:1346', 'Distilled water': 'CHEBI:15377', 'KH2PO4': 'CHEBI:63036', 'Na2HPO4 x 12 H2O': 'CHEBI:34683', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'CoCl2 x 4 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'H3BO3': 'CHEBI:33118', 'NiCl2 x 6 H2O': 'CHEBI:34887'}
mediadive.medium:631	ACETOBACTER EUROPAEUS MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium631.pdf					{1348: 'Main sol. 631'}	{'Yeast extract': 'CAS-RN:8013-01-2', 'Peptone': 'CAS-RN:73049-73-7', 'Glucose': 'CHEBI:17234', 'Acetic acid': 'CHEBI:15366', 'Ethanol': 'CHEBI:16236', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:632	NMS MEDIUM	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium632.pdf	6.8	6.8			{1349: 'Main sol. 632', 1350: 'Trace element solution'}	{'Methanol': 'CHEBI:17790', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2 x 6 H2O': 'CHEBI:91243', 'Fe(III)NH4-EDTA': 'CAS-RN:21265-50-9', 'KNO3': 'CHEBI:58242', 'Trace element solution': 'mediadive.solution:1350', 'KH2PO4': 'CHEBI:63036', 'Na2HPO4 x 12 H2O': 'CHEBI:34683', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377', 'Na2-EDTA': 'CHEBI:64734', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213'}
mediadive.medium:633	RHODOPSEUDOMONAS RUTILA MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium633.pdf					{1351: 'Main sol. 633'}	{'Yeast extract': 'CAS-RN:8013-01-2', 'Na-L-malate': 'CHEBI:91261', 'Na glutamate': 'CHEBI:64220', 'KH2PO4': 'CHEBI:63036', 'NaHCO3': 'CHEBI:32139', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'MnSO4 x H2O': 'CHEBI:86364', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'Thiamine-HCl x 2 H2O': 'CHEBI:132751', 'Nicotinic acid': 'CHEBI:15940', 'Biotin': 'CHEBI:15956', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:634	RCM MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium634.pdf	6.8	6.8			{1352: 'Main sol. 634'}	{'dehydrated RCM medium': 'mediadive.ingredient:2126', 'Sodium resazurin': 'CAS-RN:62758-13-8'}
mediadive.medium:634a	RCM MEDIUM (with Casamino acids)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium634a.pdf	6.8	6.8			{1353: 'Main sol. 634a'}	{'dehydrated RCM medium': 'mediadive.ingredient:2126', 'Casamino acids': 'mediadive.ingredient:101', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:634b	RCM MEDIUM (with Sea Salts)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium634b.pdf	6.8	6.8			{1354: 'Main sol. 634b'}	{'dehydrated RCM medium': 'mediadive.ingredient:2126', 'Sea salts': 'mediadive.ingredient:2367', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:634c	RCM MEDIUM (N2/CO2)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium634c.pdf	6.8	6.8			{1355: 'Main sol. 634c'}	{'dehydrated RCM medium': 'mediadive.ingredient:2126', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'Sodium carbonate': 'CAS-RN:497-19-8', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:635	GRACILINEMA MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium635.pdf	7	7			"{1356: 'Main sol. 635', 595: 'Trace element solution SL-10', 241: ""Modified Wolin's mineral solution"", 5980: ""Wolin's vitamin solution (10x)""}"	"{'D-Glucose': 'CHEBI:17634', 'Tryptone': 'CAS-RN:91079-40-2', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Trace element solution SL-10': 'mediadive.solution:595', ""Modified Wolin's mineral solution"": 'mediadive.solution:241', ""Wolin's vitamin solution (10x)"": 'mediadive.solution:5980', 'Distilled water': 'CHEBI:15377', 'HCl': 'CHEBI:17883', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'ZnCl2': 'CHEBI:49976', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'Nitrilotriacetic acid': 'CHEBI:44557', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'MnSO4 x H2O': 'CHEBI:86364', 'NaCl': 'CHEBI:26710', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'CoSO4 x 7 H2O': 'CHEBI:53470', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'AlK(SO4)2 x 12 H2O': 'CHEBI:86465', 'Na2SeO3 x 5 H2O': 'CHEBI:131361', 'Na2WO4 x 2 H2O': 'CHEBI:63939', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Thiamine HCl': 'CHEBI:49105', 'Riboflavin': 'CHEBI:17015', 'Nicotinic acid': 'CHEBI:15940', 'Calcium D-(+)-pantothenate': 'CHEBI:1687714', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753', '(DL)-alpha-Lipoic acid': 'CHEBI:16494'}"
