subject_id	subject_label	object_id	object_label	predicate_id	mapping_justification
RHEA:14354		macie:M0236		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14354		metacyc.compound:RXN0-705		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14356		kegg.reaction:R07125		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14358		ecocyc:RIBOFLAVINKIN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14358		metacyc.compound:RIBOFLAVINKIN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14358		reactome:R-HSA-196964.4		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14360		kegg.reaction:R00549		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14365	2 H(+) + H2O + N-carbamoyl-L-aspartate = CO2 + L-aspartate + NH4(+)	metacyc.compound:UREIDOSUCCINASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14368		kegg.reaction:R00484		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14370		ecocyc:GPH-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14370		metacyc.compound:GPH-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14372		kegg.reaction:R01334		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14374		metacyc.compound:CHOLESTANETRIOL-26-MONOOXYGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14376		kegg.reaction:R04807		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14377	(3R)-3-hydroxy-L-aspartate = glycine + glyoxylate	metacyc.compound:3-HYDROXYASPARTATE-ALDOLASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14380		kegg.reaction:R00478		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14382		metacyc.compound:1.2.1.54-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14384		kegg.reaction:R03177		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14388		kegg.reaction:R01004		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14388		metacyc.compound:DOLICHYLDIPHOSPHATASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14390		metacyc.compound:2.4.1.149-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14392		kegg.reaction:R02789		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14396		metacyc.compound:RXN-15243		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14398		metacyc.compound:4.1.1.68-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14400		kegg.reaction:R04133		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14401	chlordecone alcohol + NADP(+) = chlordecone + H(+) + NADPH	metacyc.compound:CHLORDECONE-REDUCTASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14404		kegg.reaction:R03716		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14406		metacyc.compound:GLUCOSE-1-DEHYDROGENASE-NADP%2b-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14408		kegg.reaction:R07147		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14408		metacyc.compound:GLUCOSE-1-DEHYDROGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14410		metacyc.compound:CYSTEAMINE-DIOXYGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14410		reactome:R-HSA-6814153.2		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14412		kegg.reaction:R02467		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14414		metacyc.compound:BIPHENYL-23-DIOL-12-DIOXYGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14416		kegg.reaction:R03462		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14420		kegg.reaction:R01620		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14420		metacyc.compound:LYSINE-N-ACETYLTRANSFERASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14421	H2O + N(2)-benzoyl-D-arginine-4-nitroanilide = 4-nitroaniline + H(+) + N(2)-benzoyl-D-arginine	metacyc.compound:3.5.1.72-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14424		kegg.reaction:R04113		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14425	a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol 4-phosphate) + ATP = a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate) + ADP + H(+)	reactome:R-HSA-1676082.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14425	a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol 4-phosphate) + ATP = a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate) + ADP + H(+)	reactome:R-HSA-3772436.2		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14425	a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol 4-phosphate) + ATP = a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate) + ADP + H(+)	reactome:R-HSA-8868066.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14426		metacyc.compound:2.7.1.68-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14428		kegg.reaction:R03469		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14430		metacyc.compound:3.6.3.23-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14434		ecocyc:TRNA-CYTIDYLYLTRANSFERASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14434		metacyc.compound:TRNA-CYTIDYLYLTRANSFERASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14436		kegg.reaction:R09382		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14438		metacyc.compound:L-LYSINE-OXIDASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14440		kegg.reaction:R00447		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14444		kegg.reaction:R03767		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14444		metacyc.compound:GENTAMICIN-3-N-ACETYLTRANSFERASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14446		metacyc.compound:PHOSCHOL-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14448		kegg.reaction:R01310		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14451		metacyc.compound:RXN-5286		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14452		kegg.reaction:R06272		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14457	glyoxylate + H2O + pentanoyl-CoA = 3-propylmalate + CoA + H(+)	metacyc.compound:3-PROPYLMALATE-SYNTHASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14460		kegg.reaction:R03040		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14462		metacyc.compound:2.4.1.193-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14464		kegg.reaction:R04359		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14466		ecocyc:HISTIDPHOS-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14466		metacyc.compound:HISTIDPHOS-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14468		kegg.reaction:R03013		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14470		metacyc.compound:1.2.1.32-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14470		reactome:R-HSA-71239.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14472		kegg.reaction:R03889		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14475		metacyc.compound:RXN-7711		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14476		kegg.reaction:R10828		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14480		kegg.reaction:R00392		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14480		metacyc.compound:RXN-11734		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14482		metacyc.compound:R83-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14484		kegg.reaction:R07394		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14486		metacyc.compound:RXN-18826		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14488		kegg.reaction:R11837		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14490		metacyc.compound:3.1.4.37-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14492		kegg.reaction:R03422		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14496		kegg.reaction:R03446		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14496		metacyc.compound:3.2.2.24-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14498		metacyc.compound:PYRIDOXINE-5-DEHYDROGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14500		kegg.reaction:R07154		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14502		metacyc.compound:HOMOCYSTEINE-DESULFHYDRASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14504		kegg.reaction:R01283		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14506		reactome:R-HSA-1655879.4		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14508		kegg.reaction:R01875		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14508		metacyc.compound:THIOSULFATE--THIOL-SULFURTRANSFERASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14510		metacyc.compound:RXN-7982		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14512		kegg.reaction:R07186		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14514		metacyc.compound:6.3.5.6-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14516		kegg.reaction:R04212		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14518		metacyc.compound:4.2.1.101-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14520		kegg.reaction:R05772		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14522		metacyc.compound:GERANIOL-DEHYDROGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14524		kegg.reaction:R03581		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14526		metacyc.compound:BETA-CYCLOPIAZONATE-DEHYDROGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14528		kegg.reaction:R04080		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14531		metacyc.compound:2.7.7.35-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14532		kegg.reaction:R01052		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14536		kegg.reaction:R01884		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14536		metacyc.compound:CREATININASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14537	1-(4-amino-2-methylpyrimid-5-ylmethyl)-3-(2-hydroxyethyl)-2-methylpyridinium + H(+) + H2O = 1-(4-hydroxy-2-methylpyrimid-5-ylmethyl)-3-(2-hydroxyethyl)-2-methylpyridinium + NH4(+)	metacyc.compound:PYRITHIAMIN-DEAMINASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14540		kegg.reaction:R04641		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14542		metacyc.compound:3.1.2.27-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14542		reactome:R-HSA-193385.2		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14544		kegg.reaction:R07296		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14546		ecocyc:NICOTINAMID-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14546		metacyc.compound:NICOTINAMID-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14548		kegg.reaction:R01268		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14550		metacyc.compound:3.7.1.9-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14552		kegg.reaction:R02604		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14556		kegg.reaction:R03063		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14556		metacyc.compound:CEPHALOSPORIN-C-TRANSAMINASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14558		metacyc.compound:RAUCAFFRICINE-BETA-GLUCOSIDASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14560		kegg.reaction:R03703		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14562		metacyc.compound:PIPERIDINE-N-PIPEROYLTRANSFERASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14564		kegg.reaction:R03994		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14570		metacyc.compound:PROPANEDIOL-DEHYDRATASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14572		kegg.reaction:R02376		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14574		ecocyc:GLUCARDEHYDRA-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14574		metacyc.compound:GLUCARDEHYDRA-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14576		kegg.reaction:R02752		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14582		metacyc.compound:1.6.5.4-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14584		kegg.reaction:R00095		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14590		metacyc.compound:RXN-12616		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14592		kegg.reaction:R03587		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14598		metacyc.compound:2.7.8.24-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14600		kegg.reaction:R05794		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14602		metacyc.compound:LYSINE-2-MONOOXYGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14604		kegg.reaction:R00449		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14606		metacyc.compound:2.4.1.36-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14608		kegg.reaction:R02168		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14609	D-sorbitol + NADP(+) = H(+) + keto-L-sorbose + NADPH	metacyc.compound:1.1.1.289-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14612		kegg.reaction:R07346		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14614		ecocyc:ABC-64-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14614		metacyc.compound:ABC-64-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14619		metacyc.compound:COA-GLUTATHIONE-REDUCTASE-NADPH-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14620		kegg.reaction:R05714		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14621	(S)-2,3-epoxysqualene = lanosterol	reactome:R-HSA-191366.2		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14622		metacyc.compound:LANOSTEROL-SYNTHASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14624		kegg.reaction:R03199		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14625	[(1->4)-alpha-D-glucosyl](n) + [(1->6)-alpha-D-glucosyl](n+1) = [(1->4)-alpha-D-glucosyl](n+1) + [(1->6)-alpha-D-glucosyl](n)	metacyc.compound:DEXTRIN-DEXTRANASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14628		kegg.reaction:R02121		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14630		ecocyc:ACETYLGLUTKIN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14632		kegg.reaction:R02649		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14632		metacyc.compound:ACETYLGLUTKIN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14634		metacyc.compound:RXN-17739		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14638		metacyc.compound:THIOL-SULFOTRANSFERASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14640		kegg.reaction:R01236		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14650		metacyc.compound:RXN-15058		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14652		kegg.reaction:R06452		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14654		metacyc.compound:3.1.4.17-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14656		kegg.reaction:R03259		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14660		ecocyc:RIB5PISOM-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14660		kegg.reaction:R01056		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14660		metacyc.compound:RIB5PISOM-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14666		ecocyc:GUANINE-DEAMINASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14666		metacyc.compound:GUANINE-DEAMINASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14666		reactome:R-HSA-74255.7		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14668		kegg.reaction:R01676		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14670		metacyc.compound:1.2.1.9-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14670		metacyc.compound:RXN-15754		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14672		kegg.reaction:R01058		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14676		kegg.reaction:R00086		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14676		metacyc.compound:3.6.3.21-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14684		kegg.reaction:R08762		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14684		metacyc.compound:O-AMINOPHENOL-OXIDASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14685	A + a primary alcohol = AH2 + an aldehyde	metacyc.compound:ALKAN-1-OL-DEHYDROGENASE-ACCEPTOR-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14688		kegg.reaction:R00639		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14690		metacyc.compound:1.14.12.9-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14692		kegg.reaction:R03306		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14696		kegg.reaction:R01008		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14696		metacyc.compound:2.4.1.153-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14700		kegg.reaction:R03264		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14700		metacyc.compound:FARNESOL-DEHYDROGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14708		kegg.reaction:R07175		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14708		metacyc.compound:COA-DISULFIDE-REDUCTASE-NADH-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14712		kegg.reaction:R02644		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14712		metacyc.compound:STEROID-DELTA-ISOMERASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14713	A + keto-L-sorbose = 5-dehydro-D-fructose + AH2	metacyc.compound:SORBOSE-DEHYDROGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14716		kegg.reaction:R01696		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14720		ecocyc:DAHPSYN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14720		kegg.reaction:R01826		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14720		metacyc.compound:DAHPSYN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14724		kegg.reaction:R02119		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14724		metacyc.compound:ZEATIN-O-BETA-D-XYLOSYLTRANSFERASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14726		ecocyc:BTUR2-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14726		metacyc.compound:BTUR2-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14728		kegg.reaction:R07268		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14730		reactome:R-HSA-71496.5		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14731		reactome:R-HSA-71495.5		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14732		ecocyc:F16ALDOLASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14732		kegg.reaction:R01068		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14732		metacyc.compound:F16ALDOLASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14734		ecocyc:3.6.3.53-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14734		metacyc.compound:3.6.3.53-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14736		kegg.reaction:R00086		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14738		metacyc.compound:CYTIDYLATE-CYCLASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14740		kegg.reaction:R00574		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14742		metacyc.compound:4-METHYLENEGLUTAMINASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14744		kegg.reaction:R02712		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14752		kegg.reaction:R07657		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14752		metacyc.compound:1.13.11.38-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14754		metacyc.compound:4.1.2.30-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14756		kegg.reaction:R01841		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14758		metacyc.compound:GALACTONOLACTONE-DEHYDROGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14760		kegg.reaction:R07679		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14761	H(+) + hexadecanoyl-CoA + L-serine = 3-oxosphinganine + CO2 + CoA	reactome:R-HSA-428127.5		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14762		metacyc.compound:SERINE-C-PALMITOYLTRANSFERASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14764		kegg.reaction:R01281		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14766		metacyc.compound:RENILLA-LUCIFERIN-2-MONOOXYGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14768		kegg.reaction:R03137		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14770		metacyc.compound:NICOTINE-DEHYDROGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14772		kegg.reaction:R02860		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14774		metacyc.compound:2.1.1.147-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14776		kegg.reaction:R07241		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14778		metacyc.compound:AMP-DEAMINASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14778		reactome:R-HSA-76590.6		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14780		kegg.reaction:R00181		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14784		kegg.reaction:R03209		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14784		metacyc.compound:6-CARBOXYHEXANOATE--COA-LIGASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14785	RNA(n) + UTP = diphosphate + RNA(n)-3'-uridine ribonucleotide	metacyc.compound:RNA-URIDYLYLTRANSFERASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14788		kegg.reaction:R00443		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14792		kegg.reaction:R02654		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14792		metacyc.compound:2.4.1.198-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14793	2-hydroxyadipate + NAD(+) = 2-oxoadipate + H(+) + NADH	metacyc.compound:2-OXOADIPATE-REDUCTASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14796		kegg.reaction:R01932		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14798		ecocyc:DEOXYGLUCONOKIN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14798		metacyc.compound:DEOXYGLUCONOKIN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14800		kegg.reaction:R01541		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14802		reactome:R-HSA-70486.6		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14803		macie:M0040		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14803		reactome:R-HSA-71850.6		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14804		ecocyc:PHOSGLYPHOS-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14804		kegg.reaction:R01512		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14804		metacyc.compound:PHOSGLYPHOS-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14806		ecocyc:ALLOSE-KINASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14806		metacyc.compound:ALLOSE-KINASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:14808		kegg.reaction:R03576		oboinowl:hasDbXref	sempav:UnspecifiedMatching
