id	category	name	description	xref	provided_by	synonym	iri	object	predicate	relation	same_as	subject	subsets
COG:COG1429	biolink:GeneFamily	Cobalamin biosynthesis protein CobN, Mg-chelatase	Cobalamin biosynthesis protein CobN, Mg-chelatase | Gene: CobN | Pathway: Cobalamine/B12 biosynthesis		infores:cog								
COG:COG1430	biolink:GeneFamily	Uncharacterized conserved membrane protein, UPF0127 family	Uncharacterized conserved membrane protein, UPF0127 family		infores:cog								
COG:COG1431	biolink:GeneFamily	PIWI domain, catalyzes dsRNA-guided hydrolysis of ssRNA, involved in RNA silencing, RNA metabolism and antiviral defense	PIWI domain, catalyzes dsRNA-guided hydrolysis of ssRNA, involved in RNA silencing, RNA metabolism and antiviral defense | Gene: PIWI		infores:cog								
COG:COG1432	biolink:GeneFamily	NYN domain, predicted PIN-related RNAse, tRNA/rRNA maturation	NYN domain, predicted PIN-related RNAse, tRNA/rRNA maturation | Gene: LabA		infores:cog								
COG:COG1433	biolink:GeneFamily	Predicted Fe-Mo cluster-binding protein, NifX family	Predicted Fe-Mo cluster-binding protein, NifX family | Gene: NifX		infores:cog								
COG:COG1434	biolink:GeneFamily	Lipid carrier protein ElyC involved in cell wall biogenesis, DUF218 family	Lipid carrier protein ElyC involved in cell wall biogenesis, DUF218 family | Gene: ElyC		infores:cog								
COG:COG1435	biolink:GeneFamily	Thymidine kinase	Thymidine kinase | Gene: Tdk | Pathway: Pyrimidine salvage		infores:cog								
COG:COG1436	biolink:GeneFamily	Archaeal/vacuolar-type H+-ATPase subunit F/Vma7	Archaeal/vacuolar-type H+-ATPase subunit F/Vma7 | Gene: NtpF | Pathway: A/V-type ATP synthase		infores:cog								
COG:COG1437	biolink:GeneFamily	Adenylate cyclase class IV, CYTH domain (includes archaeal enzymes of unknown function)	Adenylate cyclase class IV, CYTH domain (includes archaeal enzymes of unknown function) | Gene: CyaB		infores:cog								
COG:COG1438	biolink:GeneFamily	Arginine repressor	Arginine repressor | Gene: ArgR		infores:cog								
COG:COG1439	biolink:GeneFamily	rRNA maturation endonuclease Nob1	rRNA maturation endonuclease Nob1 | Gene: Nob1		infores:cog								
COG:COG1440	biolink:GeneFamily	Phosphotransferase system cellobiose-specific component IIB	Phosphotransferase system cellobiose-specific component IIB | Gene: CelA		infores:cog								
COG:COG1441	biolink:GeneFamily	O-succinylbenzoate synthase	O-succinylbenzoate synthase | Gene: MenC | Pathway: Menaquinone biosynthesis		infores:cog								
COG:COG1442	biolink:GeneFamily	Lipopolysaccharide biosynthesis protein, LPS:glycosyltransferase	Lipopolysaccharide biosynthesis protein, LPS:glycosyltransferase | Gene: RfaJ		infores:cog								
COG:COG1443	biolink:GeneFamily	Isopentenyldiphosphate isomerase	Isopentenyldiphosphate isomerase | Gene: Idi | Pathway: Isoprenoid biosynthesis		infores:cog								
COG:COG1444	biolink:GeneFamily	tRNA(Met) C34 N-acetyltransferase TmcA	tRNA(Met) C34 N-acetyltransferase TmcA | Gene: TmcA | Pathway: tRNA modification		infores:cog								
COG:COG1445	biolink:GeneFamily	Phosphotransferase system fructose-specific component IIB	Phosphotransferase system fructose-specific component IIB | Gene: FrwB		infores:cog								
COG:COG1446	biolink:GeneFamily	Isoaspartyl peptidase or L-asparaginase, Ntn-hydrolase superfamily	Isoaspartyl peptidase or L-asparaginase, Ntn-hydrolase superfamily | Gene: IaaA		infores:cog								
COG:COG1447	biolink:GeneFamily	Phosphotransferase system cellobiose-specific component IIA	Phosphotransferase system cellobiose-specific component IIA | Gene: CelC		infores:cog								
COG:COG1448	biolink:GeneFamily	Aspartate/aromatic aminotransferase	Aspartate/aromatic aminotransferase | Gene: TyrB | Pathway: Isoleucine, leucine, valine biosynthesis		infores:cog								
COG:COG1449	biolink:GeneFamily	Alpha-amylase/alpha-mannosidase, GH57 family	Alpha-amylase/alpha-mannosidase, GH57 family		infores:cog								
COG:COG1450	biolink:GeneFamily	Type II/type III secretion systems/type IV pilus secretin GspD/PulD/PilQ/YscC/InvG/EscC/HrcC/GspD/SctC family	Type II/type III secretion systems/type IV pilus secretin GspD/PulD/PilQ/YscC/InvG/EscC/HrcC/GspD/SctC family | Gene: GspD/PilQ | Pathway: Type II secretion/Type IV pili		infores:cog								
COG:COG1451	biolink:GeneFamily	UTP pyrophosphatase, metal-dependent hydrolase family	UTP pyrophosphatase, metal-dependent hydrolase family | Gene: YgjP		infores:cog								
COG:COG1452	biolink:GeneFamily	Lipopolysaccharide export system protein LptD/OstA, potential outer membrane flippase	Lipopolysaccharide export system protein LptD/OstA, potential outer membrane flippase | Gene: LptD		infores:cog								
COG:COG1453	biolink:GeneFamily	Predicted oxidoreductase of the aldo/keto reductase family	Predicted oxidoreductase of the aldo/keto reductase family		infores:cog								
COG:COG1454	biolink:GeneFamily	Alcohol dehydrogenase, class IV	Alcohol dehydrogenase, class IV | Gene: EutG		infores:cog								
COG:COG1455	biolink:GeneFamily	Phosphotransferase system cellobiose-specific component IIC	Phosphotransferase system cellobiose-specific component IIC | Gene: CelB		infores:cog								
COG:COG1456	biolink:GeneFamily	CO dehydrogenase/acetyl-CoA synthase gamma subunit (corrinoid Fe-S protein)	CO dehydrogenase/acetyl-CoA synthase gamma subunit (corrinoid Fe-S protein) | Gene: CdhE		infores:cog								
COG:COG1457	biolink:GeneFamily	Purine-cytosine permease or related protein	Purine-cytosine permease or related protein | Gene: CodB		infores:cog								
COG:COG1458	biolink:GeneFamily	Minimal protein-only RNase P, involved in pre-tRNA 5'-end processing	Minimal protein-only RNase P, involved in pre-tRNA 5'-end processing | Gene: HARP		infores:cog								
COG:COG1459	biolink:GeneFamily	Type II secretion system/type IV pilus membrane platform protein GspF/PulF/PilC	Type II secretion system/type IV pilus membrane platform protein GspF/PulF/PilC | Gene: GspF/PilC | Pathway: Type II secretion/Type IV pili		infores:cog								
COG:COG1460	biolink:GeneFamily	DNA-directed RNA polymerase, subunit F	DNA-directed RNA polymerase, subunit F | Gene: RpoF | Pathway: RNA polymerase		infores:cog								
COG:COG1461	biolink:GeneFamily	Fatty acid kinase	Fatty acid kinase | Gene: FakA		infores:cog								
COG:COG1462	biolink:GeneFamily	Type VIII secretion (curli biogenesis) system outer membrane channel CsgG	Type VIII secretion (curli biogenesis) system outer membrane channel CsgG | Gene: CsgG		infores:cog								
COG:COG1463	biolink:GeneFamily	Periplasmic subunit MlaD of the ABC-type intermembrane phospholipid transporter Mla	Periplasmic subunit MlaD of the ABC-type intermembrane phospholipid transporter Mla | Gene: MlaD		infores:cog								
COG:COG1464	biolink:GeneFamily	ABC-type metal ion transport system, periplasmic component/surface antigen	ABC-type metal ion transport system, periplasmic component/surface antigen | Gene: NlpA		infores:cog								
COG:COG1465	biolink:GeneFamily	3-dehydroquinate synthase, class II	3-dehydroquinate synthase, class II | Gene: AroB2		infores:cog								
COG:COG1466	biolink:GeneFamily	DNA polymerase III, delta subunit	DNA polymerase III, delta subunit | Gene: HolA		infores:cog								
COG:COG1467	biolink:GeneFamily	Eukaryotic-type DNA primase, small subunit	Eukaryotic-type DNA primase, small subunit | Gene: PriS		infores:cog								
COG:COG1468	biolink:GeneFamily	CRISPR/Cas system-associated exonuclease Cas4, RecB family	CRISPR/Cas system-associated exonuclease Cas4, RecB family | Gene: Cas4 | Pathway: CRISPR-Cas system		infores:cog								
COG:COG1469	biolink:GeneFamily	GTP cyclohydrolase FolE2	GTP cyclohydrolase FolE2 | Gene: FolE2 | Pathway: Folate biosynthesis		infores:cog								
COG:COG1470	biolink:GeneFamily	Uncharacterized membrane protein, contains glycosyltransferase-associated NEW3 domain	Uncharacterized membrane protein, contains glycosyltransferase-associated NEW3 domain | Gene: NPCBM		infores:cog								
COG:COG1471	biolink:GeneFamily	Ribosomal protein S4E	Ribosomal protein S4E | Gene: RPS4A | Pathway: Archaeal ribosomal proteins		infores:cog								
COG:COG1472	biolink:GeneFamily	Periplasmic beta-glucosidase and related glycosidases	Periplasmic beta-glucosidase and related glycosidases | Gene: BglX		infores:cog								
COG:COG1473	biolink:GeneFamily	Metal-dependent amidase/aminoacylase/carboxypeptidase	Metal-dependent amidase/aminoacylase/carboxypeptidase | Gene: AbgB | Pathway: Lysine biosynthesis		infores:cog								
COG:COG1474	biolink:GeneFamily	Cdc6-related protein, AAA superfamily ATPase	Cdc6-related protein, AAA superfamily ATPase | Gene: CDC6		infores:cog								
COG:COG1475	biolink:GeneFamily	Chromosome segregation protein Spo0J, contains ParB-like CTPase domain	Chromosome segregation protein Spo0J, contains ParB-like CTPase domain | Gene: Spo0J		infores:cog								
COG:COG1476	biolink:GeneFamily	DNA-binding transcriptional regulator, XRE-family HTH domain	DNA-binding transcriptional regulator, XRE-family HTH domain | Gene: XRE		infores:cog								
COG:COG1477	biolink:GeneFamily	FAD:protein FMN transferase ApbE	FAD:protein FMN transferase ApbE | Gene: ApbE		infores:cog								
COG:COG1478	biolink:GeneFamily	F420-0:Gamma-glutamyl ligase (F420 biosynthesis)	F420-0:Gamma-glutamyl ligase (F420 biosynthesis) | Gene: CofE		infores:cog								
COG:COG1479	biolink:GeneFamily	DNAse/DNA nickase specific for phosphorothioated or glycosylated phage DNA, GmrSD/DndB/SspE family, contains DUF262 and HNH nuclease domains	DNAse/DNA nickase specific for phosphorothioated or glycosylated phage DNA, GmrSD/DndB/SspE family, contains DUF262 and HNH nuclease domains | Gene: GmrSD		infores:cog								
COG:COG1480	biolink:GeneFamily	Cyclic di-AMP-specific phosphodiesterase PgpH, HD superfamily	Cyclic di-AMP-specific phosphodiesterase PgpH, HD superfamily | Gene: PgpH		infores:cog								
COG:COG1481	biolink:GeneFamily	DNA-binding transcriptional regulator WhiA, involved in cell division	DNA-binding transcriptional regulator WhiA, involved in cell division | Gene: WhiA		infores:cog								
COG:COG1482	biolink:GeneFamily	Mannose-6-phosphate isomerase, class I	Mannose-6-phosphate isomerase, class I | Gene: ManA		infores:cog								
COG:COG1483	biolink:GeneFamily	Predicted ATPase, AAA+ superfamily	Predicted ATPase, AAA+ superfamily		infores:cog								
COG:COG1484	biolink:GeneFamily	DNA replication protein DnaC	DNA replication protein DnaC | Gene: DnaC		infores:cog								
COG:COG1485	biolink:GeneFamily	Cell division protein ZapE (Z ring-associated ATPase), AFG1 superfamily	Cell division protein ZapE (Z ring-associated ATPase), AFG1 superfamily | Gene: ZapE		infores:cog								
COG:COG1486	biolink:GeneFamily	Alpha-galactosidase/6-phospho-beta-glucosidase, family 4 of glycosyl hydrolase	Alpha-galactosidase/6-phospho-beta-glucosidase, family 4 of glycosyl hydrolase | Gene: CelF		infores:cog								
COG:COG1487	biolink:GeneFamily	Ribonuclease/mRNA interferase VapC, contains PIN domain	Ribonuclease/mRNA interferase VapC, contains PIN domain | Gene: VapC		infores:cog								
COG:COG1488	biolink:GeneFamily	Nicotinic acid phosphoribosyltransferase	Nicotinic acid phosphoribosyltransferase | Gene: PncB | Pathway: NAD biosynthesis		infores:cog								
COG:COG1489	biolink:GeneFamily	DNA-binding protein, stimulates sugar fermentation	DNA-binding protein, stimulates sugar fermentation | Gene: SfsA		infores:cog								
COG:COG1490	biolink:GeneFamily	D-aminoacyl-tRNA deacylase	D-aminoacyl-tRNA deacylase | Gene: Dtd		infores:cog								
COG:COG1491	biolink:GeneFamily	Predicted nucleic acid-binding OB-fold protein	Predicted nucleic acid-binding OB-fold protein		infores:cog								
COG:COG1492	biolink:GeneFamily	Cobyric acid synthase	Cobyric acid synthase | Gene: CobQ | Pathway: Cobalamine/B12 biosynthesis		infores:cog								
COG:COG1493	biolink:GeneFamily	Serine kinase of the HPr protein, regulates carbohydrate metabolism	Serine kinase of the HPr protein, regulates carbohydrate metabolism | Gene: HprK		infores:cog								
COG:COG1494	biolink:GeneFamily	Fructose-1,6-bisphosphatase/sedoheptulose 1,7-bisphosphatase or related protein	Fructose-1,6-bisphosphatase/sedoheptulose 1,7-bisphosphatase or related protein | Gene: GlpX		infores:cog								
COG:COG1495	biolink:GeneFamily	Disulfide bond formation protein DsbB	Disulfide bond formation protein DsbB | Gene: DsbB		infores:cog								
COG:COG1496	biolink:GeneFamily	UDP-MurNAc-monopeptide hydrolase/purine nucleoside phosphorylase YfiH, contains laccase domain	UDP-MurNAc-monopeptide hydrolase/purine nucleoside phosphorylase YfiH, contains laccase domain | Gene: YfiH		infores:cog								
COG:COG1497	biolink:GeneFamily	Predicted transcriptional regulator MJ0558, contains a CRP-type HTH domain	Predicted transcriptional regulator MJ0558, contains a CRP-type HTH domain | Gene: MJ0558		infores:cog								
COG:COG1498	biolink:GeneFamily	Box C/D ribonucleoprotein Nop56/Prp31/SIK1 subunit	Box C/D ribonucleoprotein Nop56/Prp31/SIK1 subunit | Gene: SIK1		infores:cog								
COG:COG1499	biolink:GeneFamily	NMD protein affecting ribosome stability and mRNA decay	NMD protein affecting ribosome stability and mRNA decay | Gene: NMD3		infores:cog								
COG:COG1500	biolink:GeneFamily	Ribosome maturation protein Sdo1	Ribosome maturation protein Sdo1 | Gene: Sdo1		infores:cog								
COG:COG1501	biolink:GeneFamily	Alpha-glucosidase/xylosidase, GH31 family	Alpha-glucosidase/xylosidase, GH31 family | Gene: YicI		infores:cog								
COG:COG1502	biolink:GeneFamily	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase | Gene: Cls | Pathway: Phospholipid biosynthesis		infores:cog								
COG:COG1503	biolink:GeneFamily	Peptide chain release factor 1 (eRF1)	Peptide chain release factor 1 (eRF1) | Gene: eRF1 | Pathway: Translation factors		infores:cog								
COG:COG1504	biolink:GeneFamily	Uncharacterized conserved protein, DUF498 domain	Uncharacterized conserved protein, DUF498 domain		infores:cog								
COG:COG1505	biolink:GeneFamily	Prolyl endopeptidase PreP, S9A serine peptidase family	Prolyl endopeptidase PreP, S9A serine peptidase family | Gene: PreP		infores:cog								
COG:COG1506	biolink:GeneFamily	Dipeptidyl aminopeptidase/acylaminoacyl peptidase	Dipeptidyl aminopeptidase/acylaminoacyl peptidase | Gene: DAP2		infores:cog								
COG:COG1507	biolink:GeneFamily	Uncharacterized conserved protein, DUF501 family	Uncharacterized conserved protein, DUF501 family		infores:cog								
COG:COG1508	biolink:GeneFamily	DNA-directed RNA polymerase specialized sigma subunit, sigma54 homolog	DNA-directed RNA polymerase specialized sigma subunit, sigma54 homolog | Gene: RpoN | Pathway: RNA polymerase		infores:cog								
COG:COG1509	biolink:GeneFamily	L-lysine 2,3-aminomutase EpmB	L-lysine 2,3-aminomutase EpmB | Gene: EpmB		infores:cog								
COG:COG1510	biolink:GeneFamily	DNA-binding transcriptional regulator GbsR, MarR family	DNA-binding transcriptional regulator GbsR, MarR family | Gene: GbsR		infores:cog								
COG:COG1511	biolink:GeneFamily	Uncharacterized membrane protein YhgE, phage infection protein (PIP) family	Uncharacterized membrane protein YhgE, phage infection protein (PIP) family | Gene: YhgE		infores:cog								
COG:COG1512	biolink:GeneFamily	Uncharacterized membrane protein YgcG, contains a TPM-fold domain	Uncharacterized membrane protein YgcG, contains a TPM-fold domain | Gene: YgcG		infores:cog								
COG:COG1513	biolink:GeneFamily	Cyanate lyase	Cyanate lyase | Gene: CynS		infores:cog								
COG:COG1514	biolink:GeneFamily	RNA 2',3'-cyclic phosphodiesterase (2'-5' RNA ligase)	RNA 2',3'-cyclic phosphodiesterase (2'-5' RNA ligase) | Gene: ThpR		infores:cog								
COG:COG1515	biolink:GeneFamily	Deoxyinosine 3'-endonuclease (endonuclease V)	Deoxyinosine 3'-endonuclease (endonuclease V) | Gene: Nfi		infores:cog								
COG:COG1516	biolink:GeneFamily	Flagellin-specific chaperone FliS	Flagellin-specific chaperone FliS | Gene: FliS		infores:cog								
COG:COG1517	biolink:GeneFamily	CRISPR/Cas system-associated protein Csx1, contains CARF domain	CRISPR/Cas system-associated protein Csx1, contains CARF domain | Gene: Csx1 | Pathway: CRISPR-Cas system		infores:cog								
COG:COG1518	biolink:GeneFamily	CRISPR-Cas system-associated integrase Cas1	CRISPR-Cas system-associated integrase Cas1 | Gene: Cas1 | Pathway: CRISPR-Cas system		infores:cog								
COG:COG1519	biolink:GeneFamily	3-deoxy-D-manno-octulosonic-acid transferase	3-deoxy-D-manno-octulosonic-acid transferase | Gene: KdtA | Pathway: Lipid A biosynthesis		infores:cog								
COG:COG1520	biolink:GeneFamily	Outer membrane protein assembly factor BamB, contains beta-propeller repeat	Outer membrane protein assembly factor BamB, contains beta-propeller repeat | Gene: BamB		infores:cog								
COG:COG1521	biolink:GeneFamily	Pantothenate kinase type III	Pantothenate kinase type III | Gene: CoaX		infores:cog								
COG:COG1522	biolink:GeneFamily	DNA-binding transcriptional regulator, Lrp family	DNA-binding transcriptional regulator, Lrp family | Gene: Lrp		infores:cog								
COG:COG1523	biolink:GeneFamily	Pullulanase/glycogen debranching enzyme	Pullulanase/glycogen debranching enzyme | Gene: PulA		infores:cog								
COG:COG1524	biolink:GeneFamily	c-di-AMP phosphodiesterase AtaC or nucleotide pyrophosphatase, AlkP superfamily	c-di-AMP phosphodiesterase AtaC or nucleotide pyrophosphatase, AlkP superfamily | Gene: AtaC		infores:cog								
COG:COG1525	biolink:GeneFamily	Endonuclease YncB, thermonuclease family	Endonuclease YncB, thermonuclease family | Gene: YncB		infores:cog								
COG:COG1526	biolink:GeneFamily	Formate dehydrogenase assembly factor FdhD, a sulfurtransferase	Formate dehydrogenase assembly factor FdhD, a sulfurtransferase | Gene: FdhD		infores:cog								
COG:COG1527	biolink:GeneFamily	Archaeal/vacuolar-type H+-ATPase subunit C/Vma6	Archaeal/vacuolar-type H+-ATPase subunit C/Vma6 | Gene: NtpC | Pathway: A/V-type ATP synthase		infores:cog								
COG:COG1528	biolink:GeneFamily	Ferritin	Ferritin | Gene: FtnA		infores:cog								
COG:COG1529	biolink:GeneFamily	Aldehyde, CO or xanthine dehydrogenase, Mo-binding subunit	Aldehyde, CO or xanthine dehydrogenase, Mo-binding subunit | Gene: CoxL | Pathway: Non-phosphorylated Entner-Doudoroff pathway		infores:cog								
COG:COG1530	biolink:GeneFamily	Ribonuclease G or E	Ribonuclease G or E | Gene: CafA		infores:cog								
COG:COG1531	biolink:GeneFamily	Uncharacterized conserved protein, UPF0248 family	Uncharacterized conserved protein, UPF0248 family		infores:cog								
COG:COG1532	biolink:GeneFamily	Predicted RNA-binding protein	Predicted RNA-binding protein		infores:cog								
COG:COG1533	biolink:GeneFamily	DNA thymine dimer repair photolyase	DNA thymine dimer repair photolyase | Gene: SplB		infores:cog								
COG:COG1534	biolink:GeneFamily	RNA-binding protein YhbY	RNA-binding protein YhbY | Gene: YhbY		infores:cog								
COG:COG1535	biolink:GeneFamily	Isochorismate hydrolase	Isochorismate hydrolase | Gene: EntB1		infores:cog								
COG:COG1536	biolink:GeneFamily	Flagellar motor switch protein FliG	Flagellar motor switch protein FliG | Gene: FliG		infores:cog								
COG:COG1537	biolink:GeneFamily	Stalled ribosome rescue protein Dom34, pelota family	Stalled ribosome rescue protein Dom34, pelota family | Gene: PelA		infores:cog								
COG:COG1538	biolink:GeneFamily	Outer membrane protein TolC	Outer membrane protein TolC | Gene: TolC		infores:cog								
COG:COG1539	biolink:GeneFamily	Dihydroneopterin aldolase	Dihydroneopterin aldolase | Gene: FolB | Pathway: Folate biosynthesis		infores:cog								
COG:COG1540	biolink:GeneFamily	5-oxoprolinase subunit A	5-oxoprolinase subunit A | Gene: PxpA		infores:cog								
COG:COG1541	biolink:GeneFamily	Phenylacetate-coenzyme A ligase PaaK, adenylate-forming domain family	Phenylacetate-coenzyme A ligase PaaK, adenylate-forming domain family | Gene: PaaK		infores:cog								
COG:COG1542	biolink:GeneFamily	Uncharacterized conserved protein, DUF505 domain	Uncharacterized conserved protein, DUF505 domain		infores:cog								
COG:COG1543	biolink:GeneFamily	Predicted glycosyl hydrolase, contains GH57 and DUF1957 domains	Predicted glycosyl hydrolase, contains GH57 and DUF1957 domains		infores:cog								
COG:COG1544	biolink:GeneFamily	Ribosome-associated translation inhibitor RaiA	Ribosome-associated translation inhibitor RaiA | Gene: RaiA		infores:cog								
COG:COG1545	biolink:GeneFamily	Uncharacterized OB-fold protein, contains Zn-ribbon domain	Uncharacterized OB-fold protein, contains Zn-ribbon domain		infores:cog								
COG:COG1546	biolink:GeneFamily	Nicotinamide mononucleotide (NMN) deamidase PncC	Nicotinamide mononucleotide (NMN) deamidase PncC | Gene: PncC | Pathway: NAD biosynthesis		infores:cog								
COG:COG1547	biolink:GeneFamily	Predicted metal-dependent hydrolase	Predicted metal-dependent hydrolase | Gene: YpuF		infores:cog								
COG:COG1548	biolink:GeneFamily	Methanofuran synthetase MfnF, hydantoinase/oxoprolinase family	Methanofuran synthetase MfnF, hydantoinase/oxoprolinase family | Gene: MfnF		infores:cog								
COG:COG1549	biolink:GeneFamily	Archaeosine tRNA-ribosyltransferase, contains uracil-DNA-glycosylase and PUA domains	Archaeosine tRNA-ribosyltransferase, contains uracil-DNA-glycosylase and PUA domains | Gene: ArcS		infores:cog								
COG:COG1550	biolink:GeneFamily	Stress-induced protein YlxP, DUF503 family	Stress-induced protein YlxP, DUF503 family | Gene: YlxP		infores:cog								
COG:COG1551	biolink:GeneFamily	sRNA-binding carbon storage regulator CsrA	sRNA-binding carbon storage regulator CsrA | Gene: CsrA		infores:cog								
COG:COG1552	biolink:GeneFamily	Ribosomal protein L40E	Ribosomal protein L40E | Gene: RPL40A | Pathway: Archaeal ribosomal proteins		infores:cog								
COG:COG1553	biolink:GeneFamily	tRNA U34 sulfur transfer complex TusBCD TusD component, DsrE family	tRNA U34 sulfur transfer complex TusBCD TusD component, DsrE family | Gene: DsrE | Pathway: tRNA modification		infores:cog								
COG:COG1554	biolink:GeneFamily	Phosphatase/phosphodiesterase/kojibiose phosphorylase YcjT/PafA/Npp1, AlkP superfamily	Phosphatase/phosphodiesterase/kojibiose phosphorylase YcjT/PafA/Npp1, AlkP superfamily | Gene: ATH1		infores:cog								
COG:COG1555	biolink:GeneFamily	DNA uptake protein ComE or related DNA-binding protein	DNA uptake protein ComE or related DNA-binding protein | Gene: ComEA		infores:cog								
COG:COG1556	biolink:GeneFamily	L-lactate utilization protein LutC, contains LUD domain	L-lactate utilization protein LutC, contains LUD domain | Gene: LutC		infores:cog								
COG:COG1558	biolink:GeneFamily	Flagellar basal body rod protein FlgC	Flagellar basal body rod protein FlgC | Gene: FlgC		infores:cog								
COG:COG1559	biolink:GeneFamily	Endolytic transglycosylase MltG, terminates peptidoglycan polymerization	Endolytic transglycosylase MltG, terminates peptidoglycan polymerization | Gene: MltG		infores:cog								
COG:COG1560	biolink:GeneFamily	Palmitoleoyl-ACP: Kdo2-lipid-IV acyltransferase (lipid A biosynthesis)	Palmitoleoyl-ACP: Kdo2-lipid-IV acyltransferase (lipid A biosynthesis) | Gene: LpxP | Pathway: Lipid A biosynthesis		infores:cog								
COG:COG1561	biolink:GeneFamily	Endoribonuclease YloC, YicC family	Endoribonuclease YloC, YicC family | Gene: YicC		infores:cog								
COG:COG1562	biolink:GeneFamily	Phytoene/squalene synthetase	Phytoene/squalene synthetase | Gene: ERG9		infores:cog								
COG:COG1563	biolink:GeneFamily	Uncharacterized MnhB-related membrane protein, DUF4040 domain	Uncharacterized MnhB-related membrane protein, DUF4040 domain		infores:cog								
COG:COG1564	biolink:GeneFamily	Thiamine pyrophosphokinase	Thiamine pyrophosphokinase | Gene: ThiN | Pathway: Thiamine biosynthesis		infores:cog								
COG:COG1565	biolink:GeneFamily	SAM-dependent methyltransferase, MidA family	SAM-dependent methyltransferase, MidA family | Gene: MidA		infores:cog								
COG:COG1566	biolink:GeneFamily	Multidrug resistance efflux pump EmrA	Multidrug resistance efflux pump EmrA | Gene: EmrA		infores:cog								
COG:COG1567	biolink:GeneFamily	CRISPR-Cas system type III CSM-effector complex subunit Csm4, RAMP superfamily Cas5 group	CRISPR-Cas system type III CSM-effector complex subunit Csm4, RAMP superfamily Cas5 group | Gene: Csm4 | Pathway: CRISPR-Cas system		infores:cog								
COG:COG1568	biolink:GeneFamily	Aminopropyltransferase BpsA, N(4)-bis(aminopropyl)spermidine biosynthesis	Aminopropyltransferase BpsA, N(4)-bis(aminopropyl)spermidine biosynthesis | Gene: BpsA		infores:cog								
COG:COG1569	biolink:GeneFamily	Predicted nucleic acid-binding protein, contains PIN domain	Predicted nucleic acid-binding protein, contains PIN domain		infores:cog								
COG:COG1570	biolink:GeneFamily	Exonuclease VII, large subunit	Exonuclease VII, large subunit | Gene: XseA		infores:cog								
COG:COG1571	biolink:GeneFamily	tRNA(Ile2) C34 agmatinyltransferase TiaS	tRNA(Ile2) C34 agmatinyltransferase TiaS | Gene: TiaS | Pathway: tRNA modification		infores:cog								
COG:COG1572	biolink:GeneFamily	Uncharacterized protein, contains cell adhesion related (CARDB) domains	Uncharacterized protein, contains cell adhesion related (CARDB) domains | Gene: CARDB		infores:cog								
COG:COG1573	biolink:GeneFamily	Uracil-DNA glycosylase	Uracil-DNA glycosylase | Gene: Udg4		infores:cog								
COG:COG1574	biolink:GeneFamily	Predicted amidohydrolase YtcJ	Predicted amidohydrolase YtcJ | Gene: YtcJ		infores:cog								
COG:COG1575	biolink:GeneFamily	1,4-dihydroxy-2-naphthoate polyprenyltransferase	1,4-dihydroxy-2-naphthoate polyprenyltransferase | Gene: MenA | Pathway: Menaquinone biosynthesis		infores:cog								
COG:COG1576	biolink:GeneFamily	23S rRNA pseudoU1915 N3-methylase RlmH	23S rRNA pseudoU1915 N3-methylase RlmH | Gene: RlmH | Pathway: 23S rRNA modification		infores:cog								
COG:COG1577	biolink:GeneFamily	Mevalonate kinase	Mevalonate kinase | Gene: ERG12 | Pathway: Isoprenoid biosynthesis		infores:cog								
COG:COG1578	biolink:GeneFamily	House-cleaning carbohydrate phosphatase, DUF89 family	House-cleaning carbohydrate phosphatase, DUF89 family | Gene: DUF89		infores:cog								
COG:COG1579	biolink:GeneFamily	Predicted nucleic acid-binding protein DR0291, contains C4-type Zn-ribbon domain	Predicted nucleic acid-binding protein DR0291, contains C4-type Zn-ribbon domain | Gene: DR0291		infores:cog								
COG:COG1580	biolink:GeneFamily	Flagellar basal body-associated protein FliL	Flagellar basal body-associated protein FliL | Gene: FliL		infores:cog								
COG:COG1581	biolink:GeneFamily	DNA/RNA-binding protein AlbA/Sso10b	DNA/RNA-binding protein AlbA/Sso10b | Gene: AlbA		infores:cog								
COG:COG1582	biolink:GeneFamily	Swarming motility protein SwrD	Swarming motility protein SwrD | Gene: SwrD		infores:cog								
COG:COG1583	biolink:GeneFamily	CRISPR/Cas system endoribonuclease Cas6, RAMP superfamily	CRISPR/Cas system endoribonuclease Cas6, RAMP superfamily | Gene: Cas6 | Pathway: CRISPR-Cas system		infores:cog								
COG:COG1584	biolink:GeneFamily	Succinate-acetate transporter SatP	Succinate-acetate transporter SatP | Gene: SatP		infores:cog								
COG:COG1585	biolink:GeneFamily	Membrane protein implicated in regulation of membrane protease activity	Membrane protein implicated in regulation of membrane protease activity | Gene: YbbJ		infores:cog								
COG:COG1586	biolink:GeneFamily	S-adenosylmethionine decarboxylase	S-adenosylmethionine decarboxylase | Gene: SpeD		infores:cog								
COG:COG1587	biolink:GeneFamily	Uroporphyrinogen-III synthase	Uroporphyrinogen-III synthase | Gene: HemD | Pathway: Heme biosynthesis		infores:cog								
COG:COG1588	biolink:GeneFamily	RNase P/RNase MRP subunit p29	RNase P/RNase MRP subunit p29 | Gene: POP4		infores:cog								
COG:COG1589	biolink:GeneFamily	Cell division septal protein FtsQ	Cell division septal protein FtsQ | Gene: FtsQ		infores:cog								
