original_term	term_source	chebi_id	chebi_label	chebi_formula	mapping_quality
cpd:C03030	kegg_compound	CHEBI:17477	uracil-5-carboxylic acid		high
cpd:C00071	kegg_compound	CHEBI:17478	aldehyde		high
cpd:C02291	kegg_compound	CHEBI:17482	L-cystathionine		high
cpd:C04887	kegg_compound	CHEBI:17483	N-acetyl-alpha-neuraminyl-(2->8)-N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl group		high
cpd:C03033	kegg_compound	CHEBI:174831	Phenethylamine glucuronide		high
cpd:C03098	kegg_compound	CHEBI:17484	benzyl isothiocyanate		high
cpd:C01817	kegg_compound	CHEBI:17485	homocystine		high
cpd:C02046	kegg_compound	CHEBI:17486	(S)-atropine		high
cpd:C01752	kegg_compound	CHEBI:17488	scopoletin		high
cpd:C00575	kegg_compound	CHEBI:17489	3',5'-cyclic AMP		high
cpd:C10719	kegg_compound	CHEBI:174894	Nordihydroguaiaretate		high
cpd:C08722	kegg_compound	CHEBI:1749	4,5-methylenedioxy-6-hydroxyaurone		high
cpd:C02990	kegg_compound	CHEBI:17490	O-palmitoyl-L-carnitine		high
cpd:C03899	kegg_compound	CHEBI:17491	S-(2-hydroxyacyl)glutathione		high
cpd:C03855	kegg_compound	CHEBI:17495	cholesteryl beta-D-glucoside		high
cpd:C00160	kegg_compound	CHEBI:17497	glycolic acid		high
cpd:C00584	kegg_compound	CHEBI:174978	14-hydroxy-E4-neuroprostane		high
cpd:C00584	kegg_compound	CHEBI:174980	17-hydroxy-E4-neuroprostane		high
cpd:C14985	kegg_compound	CHEBI:174981	4',5,7-Trimethoxyflavone		high
cpd:C00584	kegg_compound	CHEBI:174982	20-hydroxy-E4-neuroprostane		high
cpd:C00584	kegg_compound	CHEBI:174983	4-hydroxy-D4-neuroprostane		high
cpd:C00584	kegg_compound	CHEBI:174985	7-hydroxy-D4-neuroprostane		high
cpd:C00030	kegg_compound	CHEBI:17499	hydrogen donor		high
cpd:C03594	kegg_compound	CHEBI:17500	7alpha-hydroxycholesterol		high
cpd:C04547	kegg_compound	CHEBI:17501	3,3'-dimethoxystilbene-4,4'-diol		high
cpd:C03219	kegg_compound	CHEBI:17502	2-methylpropanal oxime		high
cpd:C06379	kegg_compound	CHEBI:17503	N-acyl-D-glutamates(2-)		high
cpd:C04230	kegg_compound	CHEBI:17504	1-O-acyl-sn-glycero-3-phosphocholine(1+)		high
cpd:C01235	kegg_compound	CHEBI:17505	alpha-D-galactosyl-(1->3)-1D-myo-inositol		high
cpd:C04641	kegg_compound	CHEBI:17506	2-(alpha-D-galactosyl)-sn-glycerol 3-phosphate		high
cpd:C02744	kegg_compound	CHEBI:17507	psychosine sulfate		high
cpd:C01111	kegg_compound	CHEBI:17508	7,8-dihydroxykynurenic acid		high
cpd:C00170	kegg_compound	CHEBI:17509	5'-S-methyl-5'-thioadenosine		high
cpd:C03845	kegg_compound	CHEBI:175094	5a-Cholest-8-en-3b-ol		high
cpd:C11323	kegg_compound	CHEBI:1751	chromotropic acid		high
cpd:C04698	kegg_compound	CHEBI:17512	methyl 2-O-alpha-L-fucopyranosyl-beta-D-galactoside		high
cpd:C08771	kegg_compound	CHEBI:175122	Nigakihemiacetal B		high
cpd:C00138	kegg_compound	CHEBI:17513	reduced ferredoxin		high
cpd:C00177	kegg_compound	CHEBI:17514	cyanide		high
cpd:C00669	kegg_compound	CHEBI:17515	L-gamma-glutamyl-L-cysteine		high
cpd:C04002	kegg_compound	CHEBI:17516	but-1-ene-1,2,4-tricarboxylic acid		high
cpd:C00344	kegg_compound	CHEBI:17517	phosphatidylglycerol		high
cpd:C02721	kegg_compound	CHEBI:17519	N-methyl-L-alanine		high
cpd:C02353	kegg_compound	CHEBI:175195	Adenosine 2',3'-cyclic phosphate		high
cpd:C03719	kegg_compound	CHEBI:17520	phenylthioacetohydroximic acid		high
cpd:C00296	kegg_compound	CHEBI:17521	(-)-quinic acid		high
quinic acid	chemicals_sssom	CHEBI:17521	(-)-quinic acid		medium
cpd:C00717	kegg_compound	CHEBI:17522	alditol		high
cpd:C02860	kegg_compound	CHEBI:17524	6-alkylaminopurine		high
cpd:C01618	kegg_compound	CHEBI:17525	testolic acid		high
cpd:C01277	kegg_compound	CHEBI:17526	1-phosphatidyl-1D-myo-inositol 4-phosphate		high
cpd:C04516	kegg_compound	CHEBI:17527	1,2,3,6-tetrakis-O-galloyl-beta-D-glucose		high
cpd:C05229	kegg_compound	CHEBI:175277	Phaseol		high
cpd:C01230	kegg_compound	CHEBI:17528	all-trans-hexaprenyl diphosphate		high
cpd:C02549	kegg_compound	CHEBI:17529	kievitone hydrate		high
cpd:C00826	kegg_compound	CHEBI:17530	L-arogenic acid		high
cpd:C05158	kegg_compound	CHEBI:17531	trans-beta-D-glucosyl-2-hydroxycinnamic acid		high
cpd:C01056	kegg_compound	CHEBI:17532	(S)-6-hydroxynicotine		high
cpd:C00624	kegg_compound	CHEBI:17533	N-acetyl-L-glutamic acid		high
cpd:C03239	kegg_compound	CHEBI:17534	6-amino-2-oxohexanoic acid		high
cpd:C00259	kegg_compound	CHEBI:17535	L-arabinopyranose		high
cpd:C00499	kegg_compound	CHEBI:17536	allantoate		high
cpd:C02993	kegg_compound	CHEBI:17537	Tyr-Arg		high
cpd:C03619	kegg_compound	CHEBI:17540	methyl beta-D-galactoside		high
cpd:C04234	kegg_compound	CHEBI:17541	2-carboxy-D-arabinitol 1-phosphate		high
cpd:C04037	kegg_compound	CHEBI:17543	1-phospho-alpha-D-galacturonic acid		high
cpd:C00288	kegg_compound	CHEBI:17544	hydrogencarbonate		high
cpd:C02937	kegg_compound	CHEBI:17545	(E)-indol-3-ylacetaldehyde oxime		high
cpd:C05478	kegg_compound	CHEBI:175452	3a,21-Dihydroxy-5b-pregnane-11,20-dione		high
cpd:C04435	kegg_compound	CHEBI:17546	(2Z)-5-isopropyl-2-methylhexa-2,5-dienal		high
cpd:C01768	kegg_compound	CHEBI:17548	alginic acid		high
cpd:C00430	kegg_compound	CHEBI:17549	5-aminolevulinic acid		high
cpd:C02681	kegg_compound	CHEBI:17551	ecdysone palmitate		high
cpd:C00035	kegg_compound	CHEBI:17552	GDP		high
cpd:C00346	kegg_compound	CHEBI:17553	O-phosphoethanolamine		high
cpd:C17868	kegg_compound	CHEBI:175531	Morusinol		high
cpd:C01264	kegg_compound	CHEBI:17555	1-alkyl-2-acetyl-sn-glycerol 3-phosphate		high
cpd:C05230	kegg_compound	CHEBI:17556	phaseollidin		high
cpd:C10514	kegg_compound	CHEBI:17556	phaseollidin		high
cpd:C01750	kegg_compound	CHEBI:17558	quercitrin		high
cpd:C05503	kegg_compound	CHEBI:175586	17-beta-Estradiol-3-glucuronide		high
cpd:C03470	kegg_compound	CHEBI:17559	3alpha(S)-strictosidine		high
cpd:C03210	kegg_compound	CHEBI:17560	2,2'-iminodipropanoate		high
cpd:C00097	kegg_compound	CHEBI:17561	L-cysteine		high
cpd:C00475	kegg_compound	CHEBI:17562	cytidine		high
cpd:C02347	kegg_compound	CHEBI:175621	KB 2		high
cpd:C01606	kegg_compound	CHEBI:17563	phthalate(2-)		high
cpd:C02938	kegg_compound	CHEBI:17566	indole-3-acetonitrile		high
cpd:C02446	kegg_compound	CHEBI:17567	O-alkylglycerone		high
cpd:C00106	kegg_compound	CHEBI:17568	uracil		high
cpd:C01110	kegg_compound	CHEBI:17572	5-amino-2-oxopentanoate		high
cpd:C02283	kegg_compound	CHEBI:17573	glycyrrhetinate		high
cpd:C00814	kegg_compound	CHEBI:17574	biochanin A		high
cpd:C03961	kegg_compound	CHEBI:17576	(3R)-3-hydroxy-L-aspartic acid		high
cpd:C04424	kegg_compound	CHEBI:17577	S(8)-(2-methylpropanoyl)dihydrolipoamide		high
cpd:C01455	kegg_compound	CHEBI:17578	toluene		high
cpd:C22156	kegg_compound	CHEBI:175789	6',7'-Dihydroxybergamottin		high
cpd:C02094	kegg_compound	CHEBI:17579	beta-carotene		high
cpd:C03985	kegg_compound	CHEBI:17580	linalool		high
cpd:C04930	kegg_compound	CHEBI:17581	N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminyl group		high
cpd:C00885	kegg_compound	CHEBI:17582	isochorismic acid		high
cpd:C17256	kegg_compound	CHEBI:175821	2-Methylpropyl glucosinolate		high
cpd:C06123	kegg_compound	CHEBI:17585	trans-hexadec-2-enal		high
cpd:C00920	kegg_compound	CHEBI:17586	CoA-glutathione		high
cpd:C01040	kegg_compound	CHEBI:17587	L-gulono-1,4-lactone		high
cpd:C00155	kegg_compound	CHEBI:17588	L-homocysteine		high
cpd:C01387	kegg_compound	CHEBI:17590	octane		high
cpd:C07650	kegg_compound	CHEBI:175901	gemcitabine		high
cpd:C03153	kegg_compound	CHEBI:17592	N(5)-methyl-L-glutamine		high
cpd:C00530	kegg_compound	CHEBI:17594	hydroquinone		high
cpd:C15603	kegg_compound	CHEBI:17594	hydroquinone		high
cpd:C00294	kegg_compound	CHEBI:17596	inosine		high
inosine	chemicals_sssom	CHEBI:17596	inosine		medium
cpd:C00633	kegg_compound	CHEBI:17597	4-hydroxybenzaldehyde		high
cpd:C03634	kegg_compound	CHEBI:17598	phorbol 12,13-dibutanoate		high
cpd:C11445	kegg_compound	CHEBI:1760	4-(1,2-Epoxyethyl)-8,9-epoxy-enediyne		high
cpd:C00517	kegg_compound	CHEBI:17600	hexadecanal		high
cpd:C04332	kegg_compound	CHEBI:17601	6,7-dimethyl-8-(1-D-ribityl)lumazine		high
cpd:C02372	kegg_compound	CHEBI:17602	4-aminophenol		high
cpd:C02728	kegg_compound	CHEBI:17604	N(6)-methyl-L-lysine		high
cpd:C03057	kegg_compound	CHEBI:17605	2-formylbenzoic acid		high
cpd:C01382	kegg_compound	CHEBI:17606	diiodine		high
cpd:C01007	kegg_compound	CHEBI:17607	1,5-dihydroriboflavin		high
cpd:C02821	kegg_compound	CHEBI:17609	cortisol 21-acetate		high
cpd:C02231	kegg_compound	CHEBI:17610	3-nitroacrylic acid		high
cpd:C03228	kegg_compound	CHEBI:17611	3-hydroxycyclohexanone		high
cpd:C01161	kegg_compound	CHEBI:17612	(3,4-dihydroxyphenyl)acetate		high
cpd:C04216	kegg_compound	CHEBI:17613	all-trans-heptaprenyl diphosphate		high
cpd:C04489	kegg_compound	CHEBI:17614	5-methyltetrahydropteroyltri-L-glutamic acid		high
cpd:C03692	kegg_compound	CHEBI:17615	1,2-diacyl-3-beta-D-galactosyl-sn-glycerol		high
cpd:C02588	kegg_compound	CHEBI:17616	all-trans-retinyl palmitate		high
cpd:C01721	kegg_compound	CHEBI:17617	L-fuculose		high
cpd:C04333	kegg_compound	CHEBI:17618	bis-D-fructose 2',1:2,1'-dianhydride		high
cpd:C04290	kegg_compound	CHEBI:17619	4-(3-methylbut-2-enyl)-L-tryptophan		high
cpd:C01494	kegg_compound	CHEBI:17620	trans-ferulic acid		high
cpd:C00061	kegg_compound	CHEBI:17621	FMN		high
cpd:C00365	kegg_compound	CHEBI:17622	dUMP		high
cpd:C00973	kegg_compound	CHEBI:17623	cyclomaltodextrin		high
cpd:C00460	kegg_compound	CHEBI:17625	dUTP		high
cpd:C02226	kegg_compound	CHEBI:17626	citraconic acid		high
cpd:C00032	kegg_compound	CHEBI:17627	ferroheme b		high
cpd:C02686	kegg_compound	CHEBI:176270	Galactosylceramide (d18:1/12:0)		high
cpd:C06735	kegg_compound	CHEBI:17628	2-aminoacetaldehyde		high
cpd:C02061	kegg_compound	CHEBI:176288	Plastoquinone 8		high
cpd:C19986	kegg_compound	CHEBI:176297	Convalloside		high
cpd:C01822	kegg_compound	CHEBI:17630	kanamycin A		high
cpd:C06838	kegg_compound	CHEBI:176304	Azythromycin		high
cpd:C04861	kegg_compound	CHEBI:17631	alpha-D-Manp-(1->3)-alpha-D-Manp-(1->2)-alpha-D-Manp-(1->2)-D-Manp		high
cpd:C06125	kegg_compound	CHEBI:176327	3-O-Sulfogalactosylceramide (d18:1/22:0)		high
cpd:C01228	kegg_compound	CHEBI:17633	guanosine 3',5'-bis(diphosphate)		high
D-glucose	bacdive_api	CHEBI:17634	D-glucose		high
cpd:C02927	kegg_compound	CHEBI:176358	Caffeoylisocitric acid		high
cpd:C00550	kegg_compound	CHEBI:17636	sphingomyelin d18:1		high
sphingomyelin	bacdive_metabolite	CHEBI:17636	sphingomyelin d18:1		high
cpd:C02657	kegg_compound	CHEBI:17637	6-methylsalicylic acid		high
cpd:C03070	kegg_compound	CHEBI:17639	3-oxo-5beta-cholanic acid		high
cpd:C04036	kegg_compound	CHEBI:176398	Palmitoylglycerol-phosphate		high
cpd:C06720	kegg_compound	CHEBI:17641	1,6-dihydroxy-5-methylcyclohexa-2,4-dienecarboxylic acid		high
cpd:C02575	kegg_compound	CHEBI:17642	pentachlorophenol		high
cpd:C11631	kegg_compound	CHEBI:17643	9-riburonosylhypoxanthine		high
cpd:C02946	kegg_compound	CHEBI:17645	4-acetamidobutanoic acid		high
cpd:C00772	kegg_compound	CHEBI:17646	mevaldic acid		high
cpd:C00684	kegg_compound	CHEBI:17647	2-dehydro-3-deoxy-L-arabinonic acid		high
cpd:C03709	kegg_compound	CHEBI:17648	N-adenylyl-L-phenylalanine		high
cpd:C00735	kegg_compound	CHEBI:17650	cortisol		high
cpd:C05159	kegg_compound	CHEBI:17651	6-(2,6-bis[N-acetyl-beta-D-glucosaminyl]-alpha-D-mannosyl)-beta-D-mannosyl group		high
cpd:C03066	kegg_compound	CHEBI:17652	3-hydroxy-L-glutamate(2-)		high
cpd:C03589	kegg_compound	CHEBI:17655	4-hydroxy-2-oxopentanoic acid		high
cpd:C01983	kegg_compound	CHEBI:17656	(R)-mandelic acid		high
cpd:C01457	kegg_compound	CHEBI:17658	tylosin		high
tylosin	bacdive_metabolite	CHEBI:17658	tylosin		high
cpd:C00015	kegg_compound	CHEBI:17659	UDP		high
cpd:C04083	kegg_compound	CHEBI:17660	N(6)-dimethylallyladenine		high
cpd:C03117	kegg_compound	CHEBI:17661	GDP-6-deoxy-alpha-D-mannose		high
cpd:C04546	kegg_compound	CHEBI:17663	(R)-3-[(R)-3-hydroxybutanoyloxy]butanoic acid		high
cpd:C00668	kegg_compound	CHEBI:17665	alpha-D-glucose 6-phosphate		high
cpd:C01101	kegg_compound	CHEBI:17666	L-ribulose 5-phosphate		high
cpd:C04181	kegg_compound	CHEBI:17667	3-hydroxy-3-methyl-2-oxobutanoic acid		high
cpd:C03723	kegg_compound	CHEBI:17668	ribonucleoside diphosphate		high
cpd:C06364	kegg_compound	CHEBI:17670	1,2-diacyl-3-O-(alpha-D-glucosyl)-sn-glycerol		high
cpd:C04797	kegg_compound	CHEBI:17671	5-(L-alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde		high
cpd:C10858	kegg_compound	CHEBI:176716	(2R,3S)-3-Hydroxy-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid		high
cpd:C00169	kegg_compound	CHEBI:17672	carbamoyl phosphate		high
cpd:C03033	kegg_compound	CHEBI:176746	Cholest-5-en-3-yl beta-D-glucopyranosiduronic acid		high
cpd:C02894	kegg_compound	CHEBI:17675	Watasenia luciferin		high
cpd:C04354	kegg_compound	CHEBI:17676	2-(beta-D-glucopyranosyluronic acid)-D-glucuronic acid		high
cpd:C00063	kegg_compound	CHEBI:17677	CTP		high
cpd:C02920	kegg_compound	CHEBI:17678	2'-hydroxyformononetin		high
cpd:C20027	kegg_compound	CHEBI:176782	isodomoic acid A		high
cpd:C04054	kegg_compound	CHEBI:17679	5-hydroxybenzimidazolylcob(I)amide		high
cpd:C03056	kegg_compound	CHEBI:17681	pyridine-2,6-diol		high
cpd:C01408	kegg_compound	CHEBI:17682	benzoin		high
cpd:C07344	kegg_compound	CHEBI:17685	3-hydroxyquinine		high
cpd:C01921	kegg_compound	CHEBI:17687	glycocholic acid		high
cpd:C04265	kegg_compound	CHEBI:176872	alpha,alpha'-Trehalose 6-palmitate		high
cpd:C21028	kegg_compound	CHEBI:176874	(R)-5,6-Dihydrothymine		high
cpd:C21015	kegg_compound	CHEBI:176875	gamma-L-Glutamyl-L-2-aminobutyrate		high
cpd:C00745	kegg_compound	CHEBI:17688	(S)-nicotine		high
cpd:C02564	kegg_compound	CHEBI:17691	N-feruloylglycine		high
cpd:C21204	kegg_compound	CHEBI:176913	5-epi-Valiolol 7-phosphate		high
cpd:C20302	kegg_compound	CHEBI:176914	Methyldiazonium ion		high
cpd:C13684	kegg_compound	CHEBI:176915	Clindamycin hydrochloride		high
cpd:C20598	kegg_compound	CHEBI:176916	Penitrem F		high
cpd:C21247	kegg_compound	CHEBI:176917	2-Amino-5-epi-valiolone		high
cpd:C21334	kegg_compound	CHEBI:176918	CMP-8-amino-3,8-dideoxy-beta-D-manno-octulosonate		high
cpd:C20289	kegg_compound	CHEBI:176919	N-Hydroxy-IQ		high
cpd:C04783	kegg_compound	CHEBI:17692	cis-4,5-dihydroxycyclohexa-2,6-diene-1,2-dicarboxylic acid		high
cpd:C21280	kegg_compound	CHEBI:176920	AG 2034		high
cpd:C21599	kegg_compound	CHEBI:176921	4'-O-Desmethylpapaveroxine		high
cpd:C19809	kegg_compound	CHEBI:176922	(S)-Piperidine-2-carboxamide		high
cpd:C21278	kegg_compound	CHEBI:176923	Mycolactone F		high
cpd:C21248	kegg_compound	CHEBI:176924	2-Aminovalienone		high
cpd:C21325	kegg_compound	CHEBI:176926	Azatyrosine		high
cpd:C21573	kegg_compound	CHEBI:176929	4-Keto-2-undecylpyrroline		high
cpd:C04447	kegg_compound	CHEBI:17693	4-methoxy-1-methyl-2-oxo-1,2-dihydropyridine-3-carboxylic acid		high
cpd:C20821	kegg_compound	CHEBI:176930	Carbapenem biosynthesis intermediate 6		high
cpd:C20279	kegg_compound	CHEBI:176931	(2R,3R)-3-Methylglutamyl-5-semialdehyde-N6-lysine		high
cpd:C20873	kegg_compound	CHEBI:176932	UDPMurNAc(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ser)		high
cpd:C20588	kegg_compound	CHEBI:176933	Tetrabromophenol blue		high
cpd:C20814	kegg_compound	CHEBI:176934	OA-6129 C		high
cpd:C21600	kegg_compound	CHEBI:176935	Narcotoline hemiacetal		high
cpd:C20822	kegg_compound	CHEBI:176936	Carbapenem biosynthesis intermediate 3		high
cpd:C20637	kegg_compound	CHEBI:176937	5-[[(4,7-Dihydroxy-2-oxo-2H-1-benzopyran-3-yl)amino]carbonyl]-4-methyl-1H-pyrrole-3-carboxylate		high
cpd:C20573	kegg_compound	CHEBI:176938	Aldotetraouronic acid		high
cpd:C20880	kegg_compound	CHEBI:176939	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-LL-2,6-diaminopimeloyl-D-alanyl-D-lactate		high
cpd:C00579	kegg_compound	CHEBI:17694	dihydrolipoamide		high
cpd:C21160	kegg_compound	CHEBI:176940	L-Alanyl-gamma-D-glutamyl-L-lysine		high
cpd:C21127	kegg_compound	CHEBI:176941	Holyrine A		high
cpd:C21473	kegg_compound	CHEBI:176942	(1R,5aS,6R)-4a-Hydroxy-1,4,4a,5,5a,6,9,10a-octahydrophenazine-1,6-dicarboxylate		high
cpd:C21255	kegg_compound	CHEBI:176943	Lividamine		high
cpd:C21258	kegg_compound	CHEBI:176944	4'-Oxonebramine		high
cpd:C20016	kegg_compound	CHEBI:176945	Hemibrevetoxin B		high
cpd:C21630	kegg_compound	CHEBI:176946	(S)-Norlaudanine		high
cpd:C17864	kegg_compound	CHEBI:176947	Atractyloside G		high
cpd:C20070	kegg_compound	CHEBI:176948	Penitrem A		high
cpd:C01414	kegg_compound	CHEBI:17695	casbene		high
cpd:C21431	kegg_compound	CHEBI:176951	8-Ethyl-12-methylbacteriochlorophyllide d		high
cpd:C17861	kegg_compound	CHEBI:176953	Atractyloside D		high
cpd:C21566	kegg_compound	CHEBI:176954	6-O-Methyldeacetylisoipecoside		high
cpd:C20528	kegg_compound	CHEBI:176957	Terpendole B		high
cpd:C20165	kegg_compound	CHEBI:176958	DSLET		high
cpd:C19618	kegg_compound	CHEBI:176959	Octadec-9-ene-1,18-dioic-acid		high
cpd:C00978	kegg_compound	CHEBI:17697	N-acetylserotonin		high
chloramphenicol	bacdive_metabolite	CHEBI:17698	chloramphenicol		high
cpd:C00918	kegg_compound	CHEBI:17698	chloramphenicol		high
cpd:C11643	kegg_compound	CHEBI:17699	16-hydroxytabersonine		high
cpd:C01875	kegg_compound	CHEBI:17700	undecan-2-one		high
cpd:C07287	kegg_compound	CHEBI:177003	methylheptenone		high
cpd:C01785	kegg_compound	CHEBI:17701	benzenediol		high
cpd:C01569	kegg_compound	CHEBI:17702	D-apiitol		high
cpd:C15610	kegg_compound	CHEBI:17703	26-hydroxycholesterol		high
cpd:C02262	kegg_compound	CHEBI:177035	D-(+)-Galactosamine		high
cpd:C02006	kegg_compound	CHEBI:17704	aspulvinone E		high
cpd:C03296	kegg_compound	CHEBI:17705	N(2)-succinyl-L-arginine		high
cpd:C05410	kegg_compound	CHEBI:177057	D-(-)-Gulono-gamma-lactone		high
cpd:C02555	kegg_compound	CHEBI:17706	Renilla luciferyl sulfate		high
cpd:C04634	kegg_compound	CHEBI:17708	1,6-dihydroxycyclohexa-2,4-dienecarboxylate		high
cpd:C00224	kegg_compound	CHEBI:17709	5'-adenylyl sulfate		high
cpd:C00418	kegg_compound	CHEBI:17710	(R)-mevalonic acid		high
cpd:C01941	kegg_compound	CHEBI:17711	nocardicin A		high
cpd:C00385	kegg_compound	CHEBI:17712	9H-xanthine		high
cpd:C00360	kegg_compound	CHEBI:17713	2'-deoxyadenosine 5'-monophosphate		high
cpd:C02684	kegg_compound	CHEBI:17714	ferrocytochrome c3		high
cpd:C06342	kegg_compound	CHEBI:17715	quinoline-2,8-diol		high
D-lactose (lactose)	bacdive_api	CHEBI:17716	lactose		high
cpd:C00243	kegg_compound	CHEBI:17716	lactose		high
lactose	chemicals_sssom	CHEBI:17716	lactose		medium
cpd:C00593	kegg_compound	CHEBI:17717	sulfoacetaldehyde		high
cpd:C01172	kegg_compound	CHEBI:17719	beta-D-glucose 6-phosphate		high
cpd:C01159	kegg_compound	CHEBI:17720	2,3-bisphospho-D-glyceric acid		high
cpd:C05324	kegg_compound	CHEBI:17721	(S,S,S)-nicotianamine		high
cpd:C01026	kegg_compound	CHEBI:17724	N,N-dimethylglycine		high
cpd:C04886	kegg_compound	CHEBI:17725	alpha-N-acetylneuraminyl-(2->6)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosamine		high
cpd:C16343	kegg_compound	CHEBI:177251	(all-Z)-8,11,14-Heptadecatrienal		high
cpd:C04598	kegg_compound	CHEBI:177262	PC(18:1(9Z)e/2:0)		high
cpd:C05775	kegg_compound	CHEBI:177263	N1-(alpha-D-ribosyl)-5,6-dimethyl-benzimidazole		high
cpd:C05989	kegg_compound	CHEBI:177266	Malonyl-CoA semialdehyde		high
cpd:C05498	kegg_compound	CHEBI:177269	11b-Hydroxyprogesterone		high
cpd:C03019	kegg_compound	CHEBI:17727	phorbol 13-butanoate		high
cpd:C15808	kegg_compound	CHEBI:177277	4a-Methylzymosterol-4-carboxylic acid		high
cpd:C06551	kegg_compound	CHEBI:177279	N-Ethyl trans-2-cis-6-nonadienamide		high
cpd:C03172	kegg_compound	CHEBI:17728	S-methyl-L-methionine		high
cpd:C00777	kegg_compound	CHEBI:177281	9,13-cis-Retinoic acid		high
cpd:C05468	kegg_compound	CHEBI:177282	5b-Cyprinol sulfate		high
cpd:C06160	kegg_compound	CHEBI:17729	(S)-norcoclaurine		high
cpd:C00616	kegg_compound	CHEBI:17730	quercetin 3-sulfate		high
cpd:C00886	kegg_compound	CHEBI:17732	Ala-tRNA(Ala)		high
cpd:C01113	kegg_compound	CHEBI:17733	aldehydo-D-galactose 6-phosphate		high
cpd:C03032	kegg_compound	CHEBI:17734	alpha-cyclopiazonic acid		high
cpd:C01183	kegg_compound	CHEBI:17735	N,N-dimethylaniline N-oxide		high
cpd:C03900	kegg_compound	CHEBI:17736	S-(4-bromophenyl)-L-cysteine		high
cpd:C01802	kegg_compound	CHEBI:17737	desmosterol		high
cpd:C03881	kegg_compound	CHEBI:17739	N-tetradecanoylglycylpeptide		high
cpd:C04114	kegg_compound	CHEBI:1774	(E)-4-(trimethylammonio)but-2-enoic acid		high
cpd:C15646	kegg_compound	CHEBI:177404	(2R)-3-[(1Z)-1-Hexadecen-1-yloxy]-2-hydroxypropyl dihydrogen phosphate		high
cpd:C03134	kegg_compound	CHEBI:17741	N,N-dimethylformamide		high
cpd:C11317	kegg_compound	CHEBI:177412	2-Hydroxyethyl 12-hydroxyoctadecanoate		high
cpd:C01127	kegg_compound	CHEBI:17742	4-hydroxy-2-oxoglutarate(2-)		high
cpd:C05807	kegg_compound	CHEBI:177421	Phenol, 2-(3,7-dimethylocta-2,6-dienyl)-		high
cpd:C03169	kegg_compound	CHEBI:177439	1-(beta-D-Ribofuranosyl)-1,2-dihydropyrimidine		high
cpd:C20166	kegg_compound	CHEBI:177440	naltriben		high
cpd:C02203	kegg_compound	CHEBI:177445	Nalpha-Benzyl-N-[(1S)-1-(hydroxyamino)-3-methylbutyl]-L-tyrosinamide		high
cpd:C00590	kegg_compound	CHEBI:17745	coniferol		high
cpd:C09122	kegg_compound	CHEBI:177455	kansuinin B		high
cpd:C06066	kegg_compound	CHEBI:177456	5,5-Dimethyl-4-(3-oxobutyl)dihydro-2(3H)-furanone		high
cpd:C03690	kegg_compound	CHEBI:17747	bis(2-ethylhexyl) phthalate		high
cpd:C00214	kegg_compound	CHEBI:17748	thymidine		high
thymidine	chemicals_sssom	CHEBI:17748	thymidine		medium
cpd:C03425	kegg_compound	CHEBI:177481	Methyl (9E)-9-octadecenoate		high
cpd:C04884	kegg_compound	CHEBI:177482	Ganglioside GM2 (d18:1/12:0)		high
cpd:C20285	kegg_compound	CHEBI:177487	4-Acetylaminobiphenyl		high
cpd:C20124	kegg_compound	CHEBI:177498	Benzo[b]naphtho[2,1-d]thiophene		high
cpd:C00719	kegg_compound	CHEBI:17750	glycine betaine		high
cpd:C17854	kegg_compound	CHEBI:177504	Butylphthalide		high
cpd:C01280	kegg_compound	CHEBI:17751	dihydrostreptomycin 3'alpha,6-bisphosphate		high
cpd:C11837	kegg_compound	CHEBI:177513	(+)-a(S)-butyr-amido-r-butyrolactone		high
cpd:C02727	kegg_compound	CHEBI:17752	N(6)-acetyl-L-lysine		high
cpd:C05484	kegg_compound	CHEBI:177534	Pregnane-3,3-diol		high
Glycerol	bacdive_api	CHEBI:17754	glycerol		high
cpd:C00116	kegg_compound	CHEBI:17754	glycerol		high
glycerol	chemicals_sssom	CHEBI:17754	glycerol		medium
cpd:C19710	kegg_compound	CHEBI:177545	N-[(1S)-4-Carbamimidamido-1-carboxybutyl]asparaginylaspartic acid		high
cpd:C00542	kegg_compound	CHEBI:17755	cystathionine		high
cpd:C10757	kegg_compound	CHEBI:177550	(7alpha,13beta)-2-Oxospartein-13-yl 1H-pyrrole-2-carboxylate		high
cpd:C01984	kegg_compound	CHEBI:17756	(S)-mandelate		high
cpd:C02061	kegg_compound	CHEBI:17757	plastoquinone		high
cpd:C17831	kegg_compound	CHEBI:177582	Jujuboside A		high
cpd:C12835	kegg_compound	CHEBI:177587	(2E)-2,5-Dichloro-4-oxo-2-hexenedioic acid		high
cpd:C01164	kegg_compound	CHEBI:17759	cholesta-5,7-dien-3beta-ol		high
cpd:C02704	kegg_compound	CHEBI:17760	methyl sulfate		high
cpd:C00195	kegg_compound	CHEBI:17761	ceramide		high
cpd:C19921	kegg_compound	CHEBI:177613	Diadinoxanthin		high
