# curie_map:
#   CHEBI: "http://purl.obolibrary.org/obo/CHEBI_"
#   FOODON: "http://purl.obolibrary.org/obo/FOODON_"
#   UBERON: "http://purl.obolibrary.org/obo/UBERON_"
#   ENVO: "http://purl.obolibrary.org/obo/ENVO_"
#   NCIT: "http://purl.obolibrary.org/obo/NCIT_"
#   MICRO: "http://purl.obolibrary.org/obo/MICRO_"
#   mesh: "http://id.nlm.nih.gov/mesh/"
#   BTO: "http://purl.obolibrary.org/obo/BTO_"
#   kgmicrobe.compound: "https://w3id.org/kg-microbe/compound/"
#   kgmicrobe.ingredient: "https://w3id.org/kg-microbe/ingredient/"
#   cas: "https://commonchemistry.cas.org/detail?cas_rn="
#   registry: "https://w3id.org/kg-microbe/registry/"
#   MIM: "https://github.com/CultureBotAI/MediaIngredientMech/blob/main/data/ingredients/mapped/"
#   obo: "http://purl.obolibrary.org/obo/"
#   kgm: "https://w3id.org/kg-microbe/"
#   semapv: "https://w3id.org/semapv/vocab/"
#   skos: "http://www.w3.org/2004/02/skos/core#"
#   orcid: "https://orcid.org/"
#   cbclaw: "https://github.com/culturebotai/culturebotai-claw/blob/main/"
# license: "https://creativecommons.org/publicdomain/zero/1.0/"
# mapping_set_id: "https://w3id.org/sssom/mappings/culturebotai_mim_ingredient"
# mapping_set_version: "2026-09-06"
# mapping_set_description: "Canonical MediaIngredientMech → ingredient-ontology mappings (CHEBI + FOODON; UBERON/ENVO when populated). One row per mapped MIM ingredient record. Per-row object_source distinguishes ontologies. Predicate is skos:exactMatch by default; narrowMatch/broadMatch/closeMatch where residual-P2.5 triage found a specificity or symmetry difference, or where mapping_quality != EXACT_MATCH. The `source` extension column records the upstream origin (MIM evidence + kg-microbe source pipeline, CHEBI only)."
# mapping_date: "2026-09-06"
# creator_id:
#   - "orcid:0000-0001-8175-045X"
# subject_source: "MIM:ingredients"
# extension_definitions:
#   - slot_name: source
#     property: "cbclaw:provenance-source"
#     type_hint: "xsd:string"
#   - slot_name: validation_method
#     property: "cbclaw:validation-method"
#     type_hint: "xsd:string"
subject_id	subject_label	predicate_id	object_id	object_label	object_source	mapping_justification	source	mapping_date	confidence	comment	other	validation_method
MIM:4-Hydroxybenzaldehyde	4-Hydroxybenzaldehyde	skos:exactMatch	CHEBI:17597	4-hydroxybenzaldehyde	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=refresh_occurrence_statistics|kgm:chebi_xrefs|kgm:culturebotai_reviewed|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:primary_mappings[kegg_compound]	2026-08-27	0.99		CAS:123-08-0	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:4-Hydroxymandelic_Acid_Monohydrate	4-Hydroxymandelic acid monohydrate	skos:closeMatch	CHEBI:16388	4-hydroxymandelic acid	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:CHEBI via OLS (stem-substring)|MIM:MIM curation (#342)|MIM:curator=regrade_hydrate_to_close_match|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=backfill_parent_terms]|kgm:primary_mappings[kegg_compound]	2026-08-13	0.9		hydroxy(4-hydroxyphenyl)acetic acid|CAS:184901-84-6	OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:4-Hydroxymandelic_Acid_Monohydrate	4-Hydroxymandelic acid monohydrate	skos:exactMatch	cas:184901-84-6	4-Hydroxymandelic acid monohydrate	registry:cas	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:CHEBI via OLS (stem-substring)|MIM:MIM curation (#342)|MIM:curator=regrade_hydrate_to_close_match|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=backfill_parent_terms]|kgm:primary_mappings[kegg_compound]	2026-08-13	0.99	Registry/identity row preserving cas:184901-84-6 alongside parent CHEBI:16388.	CAS:184901-84-6	none|UNKNOWN_TERM|2026-07-07
MIM:4-Hydroxynonanoic_Acid	4-Hydroxynonanoic acid	skos:exactMatch	CHEBI:165411	4-Hydroxypelargonic acid	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=regrade_synonym_matches|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=regrade_synonym_matches]	2026-08-24	0.9		CAS:7779-53-5	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:4-Hydroxynonenal	4-Hydroxynonenal	skos:exactMatch	CHEBI:142593	4-hydroxynonenal	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]	2026-05-02	0.99		CAS:75899-68-2	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:4-Hydroxyphenylpropionic_Acid	4-Hydroxyphenylpropionic acid	skos:exactMatch	CHEBI:32980	phloretic acid	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=regrade_synonym_matches|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=regrade_synonym_matches]|kgm:primary_mappings[kegg_compound]	2026-08-24	0.9		3-(4-hydroxyphenyl)propanoic acid|CAS:501-97-3	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:4-Methoxyflavone	4'-Methoxyflavone	skos:exactMatch	CHEBI:114194	2-(4-methoxyphenyl)-1-benzopyran-4-one	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:CHEBI via PubChem (pubchem-xref)|MIM:MIM curation (#326)|MIM:curator=regrade_identical_formula_parents|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=backfill_parent_terms]	2026-08-13	0.99		CAS:4143-74-2	OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:4-Methoxyflavone	4'-Methoxyflavone	skos:exactMatch	cas:4143-74-2	4'-Methoxyflavone	registry:cas	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:CHEBI via PubChem (pubchem-xref)|MIM:MIM curation (#326)|MIM:curator=regrade_identical_formula_parents|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=backfill_parent_terms]	2026-08-13	0.99	Registry/identity row preserving cas:4143-74-2 alongside parent CHEBI:114194.	CAS:4143-74-2	none|UNKNOWN_TERM|2026-07-07
MIM:4-Methyl-2-oxopentanoic_Acid_Sodium_Salt	4-Methyl-2-oxopentanoic acid sodium salt	skos:narrowMatch	CHEBI:48430	4-methyl-2-oxopentanoic acid	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:CHEBI via OLS (stem-substring)|MIM:curator=backfill_parent_terms|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=backfill_parent_terms]|kgm:primary_mappings[kegg_compound]	2026-05-02	0.9		4-Methyl-2-oxovaleric acid|Sodium 4-methyl-2-oxovalerate|4-Methyl-2-oxopentanoate	OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:4-Methyl-2-oxopentanoic_Acid_Sodium_Salt	4-Methyl-2-oxopentanoic acid sodium salt	skos:exactMatch	cas:4502-00-5	4-Methyl-2-oxopentanoic acid sodium salt	registry:cas	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:CHEBI via OLS (stem-substring)|MIM:curator=backfill_parent_terms|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=backfill_parent_terms]|kgm:primary_mappings[kegg_compound]	2026-05-02	0.99	Registry/identity row preserving cas:4502-00-5 alongside parent CHEBI:48430.	CAS:4502-00-5	none|UNKNOWN_TERM|2026-07-07
MIM:4-Methyl-2-oxopentanoic_Acid_Sodium_Salt	4-Methyl-2-oxopentanoic acid sodium salt	skos:exactMatch	kgmicrobe.compound:4-methyl-2-oxopentanoic_acid_sodium_salt	4-Methyl-2-oxopentanoic acid sodium salt	kgm:compound	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:CHEBI via OLS (stem-substring)|MIM:curator=backfill_parent_terms|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=backfill_parent_terms]|kgm:primary_mappings[kegg_compound]	2026-05-02	0.99	Registry/identity row (Rule B1) for narrowMatch subject; kg-microbe primary id kgmicrobe.compound:4-methyl-2-oxopentanoic_acid_sodium_salt alongside parent CHEBI:48430.	CAS:4502-00-5	none|UNKNOWN_TERM|2026-07-07
MIM:4-Methyl-2-oxovaleric_Acid	4-Methyl-2-oxovaleric acid	skos:exactMatch	CHEBI:48430	4-methyl-2-oxopentanoic acid	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=regrade_synonym_matches|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=backfill_parent_terms]|kgm:primary_mappings[kegg_compound]	2026-08-24	0.9		4-Methyl-2-oxopentanoate|CAS:816-66-0	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:4-Methylimidazole	4-Methylimidazole	skos:exactMatch	CHEBI:40035	4-methylimidazole	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:primary_mappings[kegg_compound]	2026-05-02	0.99		4-methyl-1H-imidazole|CAS:822-36-6	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:4-Pyridoxic_Acid	4-Pyridoxic acid	skos:exactMatch	CHEBI:17405	4-pyridoxic acid	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=migrate_media_roles_to_facets|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=infer_roles_from_chebi_ancestry]|kgm:mediaingredientmech_reviewed[curator=migrate_media_roles_to_facets]|kgm:primary_mappings[kegg_compound]	2026-07-20	0.99		3-hydroxy-5-(hydroxymethyl)-2-methylpyridine-4-carboxylic acid|CAS:82-82-6	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:4-acetoxyphenol	4-acetoxyphenol	skos:exactMatch	CHEBI:31128	4-hydroxyphenyl acetate	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=regrade_synonym_matches|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=regrade_synonym_matches]|kgm:primary_mappings[kegg_compound]	2026-08-24	0.9		CAS:3233-32-7	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:4-aminobenzoate	4-Aminobenzoate	skos:exactMatch	CHEBI:17836	4-aminobenzoate	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureMech|MIM:curator=refresh_occurrence_statistics|kgm:chebi_xrefs|kgm:culturebotai_reviewed|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_mim_merge]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=claude_in_session_curation]|kgm:mediaingredientmech_reviewed[curator=migrate_media_roles_to_facets]|kgm:primary_mappings[kegg_compound]	2026-08-27	0.99		p-Aminobenzoate|CAS:2906-28-7	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:4-aminobutyrate	4-aminobutyrate	skos:exactMatch	CHEBI:30566	gamma-aminobutyrate	obo:chebi.owl	semapv:ManualMappingCuration	MIM:MIM curation (#213)|MIM:curator=classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:primary_mappings[kegg_compound]	2026-08-13	0.99			manual:promote_resolved_unmapped|PROMOTED|2026-08-06
MIM:4-azido-L-phenylalanine	4-azido-L-phenylalanine	skos:exactMatch	CHEBI:228211	4-azido-L-phenylalanine	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=migrate_media_roles_to_facets|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=infer_roles_from_chebi_ancestry]|kgm:mediaingredientmech_reviewed[curator=migrate_media_roles_to_facets]	2026-07-20	0.99		CAS:33173-53-4	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:4-benzoyl-L-phenylalanine	4-benzoyl-L-phenylalanine	skos:exactMatch	CHEBI:44718	4-benzoyl-L-phenylalanine	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]	2026-05-02	0.99		CAS:104504-45-2	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:4-coumarate	4-coumarate	skos:exactMatch	CHEBI:32373	4-coumarate	obo:chebi.owl	semapv:LexicalMatching	MIM:microbedecoder|MIM:curator=classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=review-ingredients]	2026-08-13	0.99			manual:review-ingredients|APPROVED|2026-08-04
MIM:4-dihydroxy-biphenyl	4,4'-dihydroxybiphenyl	skos:exactMatch	CHEBI:34367	biphenyl-4,4'-diol	obo:chebi.owl	semapv:ManualMappingCuration	MIM:MIM curation (#213)|MIM:curator=classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:primary_mappings[kegg_compound]	2026-08-13	0.9		4-dihydroxy-biphenyl	manual:promote_resolved_unmapped|PROMOTED|2026-08-06
MIM:4-guanidinobutyric_Acid	4-Guanidinobutyric acid	skos:exactMatch	CHEBI:15728	4-guanidinobutanoic acid	obo:chebi.owl	semapv:ManualMappingCuration	MIM:PubChem|MIM:curator=auto_classify_ingredient_type|kgm:chebi_xrefs|kgm:culturebotai_reviewed|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=cbclaw_kg_microbe_sweep]|kgm:primary_mappings[kegg_compound]	2026-05-02	0.9		4-(carbamimidamido)butanoic acid|4-carbamimidamidobutanoic acid|gamma-Guanidinobutyrate|gamma-Guanidinobutyric acid|CAS:463-00-3	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:4-hydroxy-L-proline	4-hydroxy-L-proline	skos:exactMatch	CHEBI:18240	4-hydroxy-L-proline	obo:chebi.owl	semapv:LexicalMatching	MIM:microbedecoder|MIM:curator=refresh_occurrence_statistics|kgm:chebi_xrefs|kgm:culturebotai_reviewed|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=review-ingredients]|kgm:primary_mappings[kegg_compound]	2026-08-27	0.99			manual:review-ingredients|APPROVED|2026-08-04
MIM:4-hydroxybenzoic_Acid	4-Hydroxybenzoic acid	skos:exactMatch	CHEBI:30763	4-hydroxybenzoic acid	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureMech|MIM:curator=refresh_occurrence_statistics|kgm:chebi_xrefs|kgm:culturebotai_reviewed|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_mim_merge]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=correct_stale_ontology_labels.py]|kgm:mediaingredientmech_reviewed[curator=migrate_media_roles_to_facets]|kgm:primary_mappings[kegg_compound]	2026-08-27	0.99		4-carboxyphenol|P-HYDROXYBENZOIC ACID|p-salicylic acid|CAS:99-96-7	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:4-hydroxybutyrate	4-hydroxybutyrate	skos:exactMatch	CHEBI:16724	4-hydroxybutyrate	obo:chebi.owl	semapv:LexicalMatching	MIM:microbedecoder|MIM:curator=classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=review-ingredients]|kgm:primary_mappings[kegg_compound]	2026-08-13	0.99			manual:review-ingredients|APPROVED|2026-08-04
MIM:4-hydroxybutyric_Acid	4-hydroxybutyric acid	skos:exactMatch	CHEBI:30830	4-hydroxybutyric acid	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=migrate_media_roles_to_facets|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=infer_roles_from_name_lists]|kgm:mediaingredientmech_reviewed[curator=migrate_media_roles_to_facets]|kgm:primary_mappings[kegg_compound]	2026-07-20	0.99		4-Hydroxybutanoic acid|CAS:591-81-1	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:4-hydroxychalcone	4-hydroxychalcone	skos:exactMatch	CHEBI:34423	4-hydroxychalcone	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]	2026-05-02	0.99		(2E)-3-(4-hydroxyphenyl)-1-phenylprop-2-en-1-one|CAS:20426-12-4	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:4-hydroxyphenyl_Acetic_Acid	4-Hydroxyphenyl acetic acid	skos:exactMatch	CHEBI:18101	4-hydroxyphenylacetic acid	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureMech|MIM:cbclaw_kg_microbe_sweep|MIM:curator=refresh_occurrence_statistics|kgm:chebi_xrefs|kgm:culturebotai_reviewed|kgm:mediadive_compounds|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=cbclaw_kg_microbe_sweep]|kgm:mediaingredientmech_reviewed[curator=claude_in_session_curation]|kgm:mediaingredientmech_reviewed[curator=migrate_media_roles_to_facets]|kgm:primary_mappings[kegg_compound]	2026-08-27	0.99		4-Hydroxyphenylacetate|(4-hydroxyphenyl)acetic acid|(p-hydroxyphenyl)acetic acid|(5S,6R)-5-hydroxy-6-methyl-3-[(2S,3S)-3-methyloxiran-2-yl]-5,6-dihydro-2H-pyran-2-one|aspyrone|CAS:156-38-7	OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:4-methylumbelliferone_Beta-d-glucuronide	4-methylumbelliferone Beta-d-glucuronide	skos:exactMatch	CHEBI:1904	4-methylumbelliferone beta-D-glucuronide	obo:chebi.owl	semapv:LexicalMatching	MIM:microbedecoder|MIM:curator=classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=review-ingredients]|kgm:primary_mappings[kegg_compound]	2026-08-13	0.99			manual:review-ingredients|APPROVED|2026-08-04
MIM:4-nitrophenyl_6-O-phosphono-beta-D-galactoside	4-nitrophenyl 6-O-phosphono-beta-D-galactoside	skos:exactMatch	CHEBI:90128	4-nitrophenyl 6-O-phosphono-beta-D-galactoside	obo:chebi.owl	semapv:LexicalMatching	MIM:microbedecoder|MIM:curator=classify_ingredient_type|kgm:manual_annotation[SUPPLEMENT]|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=review-ingredients]	2026-08-13	0.99			manual:review-ingredients|APPROVED|2026-08-04
MIM:4-nitrophenyl_Alpha-D-galactoside	4-nitrophenyl Alpha-D-galactoside	skos:exactMatch	CHEBI:546840	4-nitrophenyl alpha-D-galactoside	obo:chebi.owl	semapv:LexicalMatching	MIM:microbedecoder import via ols-label-exact|MIM:curator=classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=review-ingredients]	2026-08-13	0.99			manual:review-ingredients|APPROVED|2026-08-04
MIM:4-nitrophenyl_Alpha-D-glucopyranoside	4-nitrophenyl Alpha-D-glucopyranoside	skos:exactMatch	CHEBI:91122	4-nitrophenyl alpha-D-glucoside	obo:chebi.owl	semapv:ManualMappingCuration	MIM:microbedecoder residual free normalized/fuzzy pass (recovered from closed PR #201) + local CHEBI verification|MIM:curator=classify_ingredient_type|kgm:manual_annotation[SUPPLEMENT]|kgm:mediaingredientmech_reviewed	2026-08-13	0.99			manual:promote_resolved_unmapped|PROMOTED|2026-08-04
MIM:4-nitrophenyl_Beta-D-galactopyranoside	4-nitrophenyl beta-D-galactopyranoside	skos:exactMatch	CHEBI:355715	4-nitrophenyl-beta-D-galactoside	obo:chebi.owl	semapv:ManualMappingCuration	MIM:kgm-metatraits|MIM:curator=claude_sssom_surface_form_backfill|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_import_ingredients[kgm-metatraits]]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=regrade_synonym_matches]|kgm:metatraits_chemical_synonyms[manual_2026-04-07]|kgm:metatraits_special_chemicals|kgm:primary_mappings[bacdive_api]|kgm:primary_mappings[kegg_compound]	2026-09-02	0.99		4-nitrophenyl-beta-D-galactopyranoside|degradation: 4-nitrophenyl beta-D-galactopyranoside|hydrolysis: 4-nitrophenyl beta-D-galactopyranoside	OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:4-nitrophenyl_Beta-D-glucopyranoside	4-nitrophenyl Beta-D-glucopyranoside	skos:exactMatch	CHEBI:90259	4-nitrophenyl beta-D-glucoside	obo:chebi.owl	semapv:ManualMappingCuration	MIM:microbedecoder residual free normalized/fuzzy pass (recovered from closed PR #201) + local CHEBI verification|MIM:curator=classify_ingredient_type|kgm:manual_annotation[SUPPLEMENT]|kgm:mediaingredientmech_reviewed	2026-08-13	0.99			manual:promote_resolved_unmapped|PROMOTED|2026-08-04
MIM:4-nitrophenyl_Beta-D-glucuronide	4-nitrophenyl Beta-D-glucuronide	skos:exactMatch	CHEBI:90146	4-nitrophenyl beta-D-glucuronide	obo:chebi.owl	semapv:LexicalMatching	MIM:microbedecoder|MIM:curator=classify_ingredient_type|kgm:manual_annotation[SUPPLEMENT]|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=review-ingredients]	2026-08-13	0.99			manual:review-ingredients|APPROVED|2026-08-04
MIM:4-nitrophenyl_Beta-D-xylopyranoside	4-nitrophenyl Beta-D-xylopyranoside	skos:exactMatch	CHEBI:90148	4-nitrophenyl beta-D-xyloside	obo:chebi.owl	semapv:ManualMappingCuration	MIM:microbedecoder residual free normalized/fuzzy pass (recovered from closed PR #201) + local CHEBI verification|MIM:curator=classify_ingredient_type|kgm:manual_annotation[SUPPLEMENT]|kgm:mediaingredientmech_reviewed	2026-08-13	0.99			manual:promote_resolved_unmapped|PROMOTED|2026-08-04
MIM:4-nitrophenyl_N-acetyl-beta-D-glucosaminide	4-nitrophenyl N-acetyl-beta-D-glucosaminide	skos:exactMatch	CHEBI:90343	4-nitrophenyl N-acetyl-beta-D-glucosaminide	obo:chebi.owl	semapv:LexicalMatching	MIM:microbedecoder|MIM:curator=classify_ingredient_type|kgm:manual_annotation[SUPPLEMENT]|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=review-ingredients]	2026-08-13	0.99			manual:review-ingredients|APPROVED|2026-08-04
MIM:4-nitrophenyl_Phosphate	4-nitrophenyl Phosphate	skos:exactMatch	CHEBI:17440	4-nitrophenyl phosphate	obo:chebi.owl	semapv:LexicalMatching	MIM:microbedecoder|MIM:curator=classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=review-ingredients]|kgm:primary_mappings[kegg_compound]	2026-08-13	0.99			manual:review-ingredients|APPROVED|2026-08-04
MIM:4-oxopentanoate	4-oxopentanoate	skos:exactMatch	CHEBI:39150	4-oxopentanoate	obo:chebi.owl	semapv:LexicalMatching	MIM:microbedecoder|MIM:curator=classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=review-ingredients]	2026-08-13	0.99			manual:review-ingredients|APPROVED|2026-08-04
MIM:4-vinylphenol	4-vinylphenol	skos:exactMatch	CHEBI:1883	4-hydroxystyrene	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=claude_sssom_surface_form_backfill|kgm:chebi_xrefs|kgm:mediadive_compounds|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=regrade_synonym_matches]|kgm:primary_mappings[kegg_compound]	2026-09-02	0.9		4-ethenylphenol|Trace minerals (see Medium No.151|Trace minerals(see Medium No.151)|CAS:2628-17-3	OAK+OLS:chebi|CONFIRMED|2026-07-07
