identifier	current_producer_edge_rows	producer_counts	sample_edges
kgmicrobe.compound:na2hpo4_x_6_h2o	2	"{""mediadive"": 2}"	"[{""object"": ""kgmicrobe.compound:na2hpo4_x_6_h2o"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:3581""}, {""object"": ""kgmicrobe.compound:na2hpo4_x_6_h2o"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:4721""}]"
kgmicrobe.compound:na2hpo4_x_7_h2o	0	{}	[]
kgmicrobe.compound:nah2po4_x_2_h2o	0	{}	[]
kgmicrobe.compound:nah2po4h2o	0	{}	[]
kgmicrobe.compound:nalidixic_acid_sodium_salt	0	{}	[]
kgmicrobe.compound:neomycin_trisulfate_salt_hydrate	0	{}	[]
kgmicrobe.compound:nicl2_x_2_h2o	8	"{""mediadive"": 8}"	"[{""object"": ""kgmicrobe.compound:nicl2_x_2_h2o"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:2223""}, {""object"": ""kgmicrobe.compound:nicl2_x_2_h2o"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:2781""}, {""object"": ""kgmicrobe.compound:nicl2_x_2_h2o"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:2909""}]"
kgmicrobe.compound:nicl2_x_5_h2o	0	{}	[]
kgmicrobe.compound:nigericin_sodium_salt	0	{}	[]
kgmicrobe.compound:nitrilotriacetic_acid_disodium_salt	0	{}	[]
kgmicrobe.compound:noformicin	0	{}	[]
kgmicrobe.compound:o_carbamyl_d_serine	1	"{""metatraits"": 1}"	"[{""object"": ""kgmicrobe.compound:o_carbamyl_d_serine"", ""predicate"": ""METPO:2000202"", ""producer"": ""metatraits"", ""subject"": ""NCBITaxon:67342""}]"
kgmicrobe.compound:pactamycin	1	"{""metatraits"": 1}"	"[{""object"": ""kgmicrobe.compound:pactamycin"", ""predicate"": ""METPO:2000202"", ""producer"": ""metatraits"", ""subject"": ""NCBITaxon:68249""}]"
kgmicrobe.compound:palatinose_hydrate	0	{}	[]
kgmicrobe.compound:pamamycin	0	{}	[]
kgmicrobe.compound:parachlorophenylalanine	0	{}	[]
kgmicrobe.compound:pbs	0	{}	[]
kgmicrobe.compound:piperic_acid	0	{}	[]
kgmicrobe.compound:pipes_buffer	2	"{""mediadive"": 2}"	"[{""object"": ""CHEBI:39033"", ""predicate"": ""biolink:subclass_of"", ""producer"": ""mediadive"", ""subject"": ""kgmicrobe.compound:pipes_buffer""}, {""object"": ""kgmicrobe.compound:pipes_buffer"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:1988""}]"
kgmicrobe.compound:plicacetin	0	{}	[]
kgmicrobe.compound:plumbemycin_a	0	{}	[]
kgmicrobe.compound:plumbemycin_b	0	{}	[]
kgmicrobe.compound:poly_3-hydroxybutyric_acid	0	{}	[]
kgmicrobe.compound:poly_l_lysine_polymer	0	{}	[]
kgmicrobe.compound:polygalacturonic_acid_sodium_salt	0	{}	[]
kgmicrobe.compound:poly~283-hydroxybutyric_acid~29	0	{}	[]
kgmicrobe.compound:potassium_2-dehydro-d-gluconate	0	{}	[]
kgmicrobe.compound:potassium_2-ketogluconate	0	{}	[]
kgmicrobe.compound:potassium_5-dehydro-d-gluconate	6	"{""metatraits"": 4, ""metatraits_gtdb"": 2}"	"[{""object"": ""kgmicrobe.compound:potassium_5-dehydro-d-gluconate"", ""predicate"": ""METPO:2000003"", ""producer"": ""metatraits"", ""subject"": ""NCBITaxon:2603327""}, {""object"": ""kgmicrobe.compound:potassium_5-dehydro-d-gluconate"", ""predicate"": ""METPO:2000003"", ""producer"": ""metatraits"", ""subject"": ""NCBITaxon:2162714""}, {""object"": ""kgmicrobe.compound:potassium_5-dehydro-d-gluconate"", ""predicate"": ""METPO:2000003"", ""producer"": ""metatraits"", ""subject"": ""NCBITaxon:2528244""}]"
kgmicrobe.compound:potassium_5-ketogluconate	0	{}	[]
kgmicrobe.compound:potassium_aluminum_chloride	0	{}	[]
kgmicrobe.compound:potassium_citramalate_monohydrate	0	{}	[]
kgmicrobe.compound:potassium_oxalate_monohydrate	0	{}	[]
kgmicrobe.compound:potassium_phosphate_dibasic_trihydrate	0	{}	[]
kgmicrobe.compound:potassium_tellurate_hydrate	0	{}	[]
kgmicrobe.compound:potassium_tellurite_hydrate	0	{}	[]
kgmicrobe.compound:proline	0	{}	[]
kgmicrobe.compound:pustulan_b-1-6_glucan	0	{}	[]
kgmicrobe.compound:pustulan_~28b-1-6_glucan~29	0	{}	[]
kgmicrobe.compound:putrescine_dihydrochloride	0	{}	[]
kgmicrobe.compound:ribonucleic_acid_from_torula_yeast_type_vi	0	{}	[]
kgmicrobe.compound:ribose	0	{}	[]
kgmicrobe.compound:ristocetin_b	2	"{""metatraits"": 1, ""metatraits_gtdb"": 1}"	"[{""object"": ""kgmicrobe.compound:ristocetin_b"", ""predicate"": ""METPO:2000202"", ""producer"": ""metatraits"", ""subject"": ""NCBITaxon:31959""}, {""object"": ""kgmicrobe.compound:ristocetin_b"", ""predicate"": ""METPO:2000202"", ""producer"": ""metatraits_gtdb"", ""subject"": ""NCBITaxon:31959""}]"
kgmicrobe.compound:sclareolide	0	{}	[]
kgmicrobe.compound:setamycin	0	{}	[]
kgmicrobe.compound:simvastatin_hydroxy_acid_ammonium_salt	0	{}	[]
kgmicrobe.compound:sisomicin_sulfate_salt	0	{}	[]
kgmicrobe.compound:sn-glycerol_3-phosphate_bis_cyclohexylammonium_salt	0	{}	[]
kgmicrobe.compound:sn-glycerol_3-phosphate_bis~28cyclohexylammonium~29_salt	0	{}	[]
kgmicrobe.compound:sn-glycerol_3-phosphate_lithium_salt	0	{}	[]
kgmicrobe.compound:sodium_carbonate_monohydrate	0	{}	[]
kgmicrobe.compound:sodium_cholate_hydrate	0	{}	[]
kgmicrobe.compound:sodium_deoxycholate_monohydrate	0	{}	[]
kgmicrobe.compound:sodium_hypophosphite_monohydrate	0	{}	[]
kgmicrobe.compound:sodium_nitrate_070_m_stock	0	{}	[]
kgmicrobe.compound:sodium_nitrate_~28070_m_stock~29	0	{}	[]
kgmicrobe.compound:sodium_perchlorate_monohydrate	0	{}	[]
kgmicrobe.compound:sodium_phosphite_dibasic_pentahydrate	0	{}	[]
kgmicrobe.compound:sodium_succinate_dibasic	0	{}	[]
kgmicrobe.compound:sodium_thiophosphate_tribasic_hydrate	0	{}	[]
kgmicrobe.compound:sorbitol	0	{}	[]
kgmicrobe.compound:spiramycin	0	{}	[]
kgmicrobe.compound:sporangiomycin	0	{}	[]
kgmicrobe.compound:stachyose_hydrate	0	{}	[]
kgmicrobe.compound:staphylomycin_m1	2	"{""metatraits"": 1, ""metatraits_gtdb"": 1}"	"[{""object"": ""kgmicrobe.compound:staphylomycin_m1"", ""predicate"": ""METPO:2000202"", ""producer"": ""metatraits"", ""subject"": ""NCBITaxon:47716""}, {""object"": ""kgmicrobe.compound:staphylomycin_m1"", ""predicate"": ""METPO:2000202"", ""producer"": ""metatraits_gtdb"", ""subject"": ""NCBITaxon:47716""}]"
kgmicrobe.compound:sulfaquinoxaline	0	{}	[]
kgmicrobe.compound:sulfaquinoxaline_sodium_salt	0	{}	[]
kgmicrobe.compound:sulfur_powder	0	{}	[]
kgmicrobe.compound:synergistin_a	0	{}	[]
kgmicrobe.compound:synthetic_sea_salts_sss	0	{}	[]
kgmicrobe.compound:taps_sodium_salt	0	{}	[]
kgmicrobe.compound:terpene_hydrate	0	{}	[]
kgmicrobe.compound:tetrabromopyrrole	0	{}	[]
kgmicrobe.compound:tetramethyl_ammonium_chloride	0	{}	[]
kgmicrobe.compound:theaflavin_digallate	0	{}	[]
kgmicrobe.compound:tobramycin_sulfate_salt	0	{}	[]
kgmicrobe.compound:tomatidine_hydrochloride	0	{}	[]
kgmicrobe.compound:transvalencin_a	0	{}	[]
kgmicrobe.compound:trehalose	0	{}	[]
kgmicrobe.compound:tuberactinamine_a	0	{}	[]
kgmicrobe.compound:tuberactinomycin	0	{}	[]
kgmicrobe.compound:uranyl_acetate	0	{}	[]
kgmicrobe.compound:vancomycin_hydrochloride_hydrate	0	{}	[]
kgmicrobe.compound:venturicidin_b	0	{}	[]
kgmicrobe.compound:viridogrisein	1	"{""metatraits"": 1}"	"[{""object"": ""kgmicrobe.compound:viridogrisein"", ""predicate"": ""METPO:2000202"", ""producer"": ""metatraits"", ""subject"": ""NCBITaxon:45398""}]"
kgmicrobe.compound:vulgamycin	2	"{""metatraits"": 1, ""metatraits_gtdb"": 1}"	"[{""object"": ""kgmicrobe.compound:vulgamycin"", ""predicate"": ""METPO:2000202"", ""producer"": ""metatraits"", ""subject"": ""NCBITaxon:1912""}, {""object"": ""kgmicrobe.compound:vulgamycin"", ""predicate"": ""METPO:2000202"", ""producer"": ""metatraits_gtdb"", ""subject"": ""NCBITaxon:1912""}]"
kgmicrobe.compound:xanthan_from_xanthomonas_campestris	0	{}	[]
kgmicrobe.compound:xylose	0	{}	[]
kgmicrobe.ingredient:0_2_thiamine_pyrophosphate	0	{}	[]
kgmicrobe.ingredient:84_gl_nahco3_solution	0	{}	[]
kgmicrobe.ingredient:a_trace_components	0	{}	[]
kgmicrobe.ingredient:air-dried_garden_soil	3	"{""mediadive"": 3}"	"[{""object"": ""ENVO:00002263"", ""predicate"": ""biolink:subclass_of"", ""producer"": ""mediadive"", ""subject"": ""kgmicrobe.ingredient:air-dried_garden_soil""}, {""object"": ""kgmicrobe.ingredient:air-dried_garden_soil"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:15""}, {""object"": ""kgmicrobe.ingredient:air-dried_garden_soil"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:5555""}]"
kgmicrobe.ingredient:arabinan_from_sugar_beet	0	{}	[]
kgmicrobe.ingredient:atcc_wolfes_mineral_mix_minus_iron	0	{}	[]
kgmicrobe.ingredient:beijerincks_solution	0	{}	[]
kgmicrobe.ingredient:bold_trace_stock	0	{}	[]
kgmicrobe.ingredient:boron_stock	0	{}	[]
kgmicrobe.ingredient:caso42h2osaturated_solution	0	{}	[]
kgmicrobe.ingredient:chu_stock_solution	0	{}	[]
kgmicrobe.ingredient:cmc_py_horse_serum	1	"{""microbedecoder"": 1}"	"[{""object"": ""kgmicrobe.ingredient:cmc_py_horse_serum"", ""predicate"": ""biolink:consumes"", ""producer"": ""microbedecoder"", ""subject"": ""lpsn:776204""}]"
kgmicrobe.ingredient:cyclopentanol_co2	3	"{""microbedecoder"": 3}"	"[{""object"": ""kgmicrobe.ingredient:cyclopentanol_co2"", ""predicate"": ""biolink:consumes"", ""producer"": ""microbedecoder"", ""subject"": ""lpsn:777867""}, {""object"": ""kgmicrobe.ingredient:cyclopentanol_co2"", ""predicate"": ""biolink:consumes"", ""producer"": ""microbedecoder"", ""subject"": ""lpsn:777872""}, {""object"": ""kgmicrobe.ingredient:cyclopentanol_co2"", ""predicate"": ""biolink:consumes"", ""producer"": ""microbedecoder"", ""subject"": ""lpsn:777902""}]"
kgmicrobe.ingredient:disodium_phosphate_heptahydrate_~28002_m_stock~29	0	{}	[]
kgmicrobe.ingredient:fish-sperm_dna	0	{}	[]
kgmicrobe.ingredient:glycogen_from_bovine_liver	0	{}	[]
kgmicrobe.ingredient:gum_arabic_from_acacia_tree	0	{}	[]
kgmicrobe.ingredient:l-cysteine_x_hcl_x_h2o_solution	1	"{""mediadive"": 1}"	"[{""object"": ""kgmicrobe.ingredient:l-cysteine_x_hcl_x_h2o_solution"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:4577""}]"
kgmicrobe.ingredient:lichenan_icelandic_moss	0	{}	[]
kgmicrobe.ingredient:malt_extract_agar	1	"{""mediadive"": 1}"	"[{""object"": ""kgmicrobe.ingredient:malt_extract_agar"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:3944""}]"
kgmicrobe.ingredient:malt_extract_agar_~28nissui~29	0	{}	[]
kgmicrobe.ingredient:malt_extract_agar_~28oxoid~29	0	{}	[]
kgmicrobe.ingredient:malt_extract_broth	2	"{""mediadive"": 2}"	"[{""object"": ""kgmicrobe.ingredient:malt_extract_broth"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:1816""}, {""object"": ""kgmicrobe.ingredient:malt_extract_broth"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:6325""}]"
kgmicrobe.ingredient:marine_agar_2216	14	"{""mediadive"": 14}"	"[{""object"": ""kgmicrobe.ingredient:marine_agar_2216"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:1299""}, {""object"": ""kgmicrobe.ingredient:marine_agar_2216"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:3756""}, {""object"": ""kgmicrobe.ingredient:marine_agar_2216"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:4329""}]"
kgmicrobe.ingredient:marine_broth_2216	10	"{""mediadive"": 10}"	"[{""object"": ""kgmicrobe.ingredient:marine_broth_2216"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:3663""}, {""object"": ""kgmicrobe.ingredient:marine_broth_2216"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:4119""}, {""object"": ""kgmicrobe.ingredient:marine_broth_2216"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:4530""}]"
kgmicrobe.ingredient:metall_salt_sol_44	1	"{""mediadive"": 1}"	"[{""object"": ""kgmicrobe.ingredient:metall_salt_sol_44"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:1331""}]"
kgmicrobe.ingredient:mineral_solution_see_medium_no_976	1	"{""mediadive"": 1}"	"[{""object"": ""kgmicrobe.ingredient:mineral_solution_see_medium_no_976"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:5005""}]"
kgmicrobe.ingredient:modified_trace_vitamins	1	"{""mediadive"": 1}"	"[{""object"": ""kgmicrobe.ingredient:modified_trace_vitamins"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:5268""}]"
kgmicrobe.ingredient:mono_and_disaccharides	1	"{""microbedecoder"": 1}"	"[{""object"": ""kgmicrobe.ingredient:mono_and_disaccharides"", ""predicate"": ""biolink:consumes"", ""producer"": ""microbedecoder"", ""subject"": ""lpsn:773250""}]"
kgmicrobe.ingredient:na-phosphate-buffer	1	"{""mediadive"": 1}"	"[{""object"": ""kgmicrobe.ingredient:na-phosphate-buffer"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:3507""}]"
kgmicrobe.ingredient:pbs	0	{}	[]
kgmicrobe.ingredient:pipes_buffer	0	{}	[]
kgmicrobe.ingredient:potassium_phosphate_buffer	15	"{""mediadive"": 15}"	"[{""object"": ""kgmicrobe.ingredient:potassium_phosphate_buffer"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:1527""}, {""object"": ""kgmicrobe.ingredient:potassium_phosphate_buffer"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:1677""}, {""object"": ""kgmicrobe.ingredient:potassium_phosphate_buffer"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:1694""}]"
kgmicrobe.ingredient:pyg	114	"{""microbedecoder"": 114}"	"[{""object"": ""kgmicrobe.ingredient:pyg"", ""predicate"": ""biolink:consumes"", ""producer"": ""microbedecoder"", ""subject"": ""lpsn:5950""}, {""object"": ""kgmicrobe.ingredient:pyg"", ""predicate"": ""biolink:consumes"", ""producer"": ""microbedecoder"", ""subject"": ""lpsn:5951""}, {""object"": ""kgmicrobe.ingredient:pyg"", ""predicate"": ""biolink:consumes"", ""producer"": ""microbedecoder"", ""subject"": ""lpsn:5953""}]"
kgmicrobe.ingredient:pygs	3	"{""microbedecoder"": 3}"	"[{""object"": ""kgmicrobe.ingredient:pygs"", ""predicate"": ""biolink:consumes"", ""producer"": ""microbedecoder"", ""subject"": ""lpsn:5942""}, {""object"": ""kgmicrobe.ingredient:pygs"", ""predicate"": ""biolink:consumes"", ""producer"": ""microbedecoder"", ""subject"": ""lpsn:774882""}, {""object"": ""kgmicrobe.ingredient:pygs"", ""predicate"": ""biolink:consumes"", ""producer"": ""microbedecoder"", ""subject"": ""lpsn:774884""}]"
kgmicrobe.ingredient:ribonucleic_acid_from_torula_yeast_type_vi	0	{}	[]
kgmicrobe.ingredient:salts_solution	4	"{""mediadive"": 4}"	"[{""object"": ""kgmicrobe.ingredient:salts_solution"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:2286""}, {""object"": ""kgmicrobe.ingredient:salts_solution"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:3875""}, {""object"": ""kgmicrobe.ingredient:salts_solution"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:4158""}]"
kgmicrobe.ingredient:sodium_nitrate_~28070_m_stock~29	0	{}	[]
kgmicrobe.ingredient:sodium_phosphate_buffer	2	"{""mediadive"": 2}"	"[{""object"": ""kgmicrobe.ingredient:sodium_phosphate_buffer"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:4132""}, {""object"": ""kgmicrobe.ingredient:sodium_phosphate_buffer"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:4133""}]"
kgmicrobe.ingredient:spir_solution	0	{}	[]
kgmicrobe.ingredient:trace_element_solution_see_medium_no_187	1	"{""mediadive"": 1}"	"[{""object"": ""kgmicrobe.ingredient:trace_element_solution_see_medium_no_187"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:4684""}]"
kgmicrobe.ingredient:trace_metal_solution	18	"{""mediadive"": 18}"	"[{""object"": ""kgmicrobe.ingredient:trace_metal_solution"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:3532""}, {""object"": ""kgmicrobe.ingredient:trace_metal_solution"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:3718""}, {""object"": ""kgmicrobe.ingredient:trace_metal_solution"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:3994""}]"
kgmicrobe.ingredient:trace_mineral_solution	63	"{""mediadive"": 63}"	"[{""object"": ""kgmicrobe.ingredient:trace_mineral_solution"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:2033""}, {""object"": ""kgmicrobe.ingredient:trace_mineral_solution"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:2038""}, {""object"": ""kgmicrobe.ingredient:trace_mineral_solution"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:2252""}]"
kgmicrobe.ingredient:trace_minerals	88	"{""mediadive"": 88}"	"[{""object"": ""kgmicrobe.ingredient:trace_minerals"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:3802""}, {""object"": ""kgmicrobe.ingredient:trace_minerals"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:3868""}, {""object"": ""kgmicrobe.ingredient:trace_minerals"", ""predicate"": ""biolink:has_part"", ""producer"": ""mediadive"", ""subject"": ""mediadive.solution:3871""}]"
kgmicrobe.ingredient:wolfes_mineral_mix_minus_nitrilotriacetic_acid	0	{}	[]
